Year,Full Name,13-24 Diag Cases,13-24 Diag Rates,25-34 Diag Cases,25-34 Diag Rates,35-44 Diag Cases,35-44 Diag Rates,45-54 Diag Cases,45-54 Diag Rates,55+ Diag Cases,55+ Diag Rates
2009,Williamsburg City VA,,,,,,,,,,
2009,Williamsburg County SC,,,,,5,118.2,,,,
2009,Williamson County IL,,,,,,,,,,
2009,Williamson County TN,,,,,,,,,,
2009,Williamson County TX,,,8,13,8,11.7,,,0,0
2009,Wilson County KS,0,0,0,0,0,0,0,0,0,0
2009,Wilson County NC,6,49.2,5,53.4,6,57.6,10,88.8,5,23.9
2009,Wilson County TN,,,,,0,0,,,,
2009,Wilson County TX,,,,,,,,,,
2009,Winchester City VA,0,0,0,0,0,0,0,0,0,0
2009,Windham County CT,,,,,,,,,,
2009,Windham County VT,,,,,,,,,,
2009,Windsor County VT,,,,,,,,,,
2009,Winkler County TX,0,0,0,0,0,0,0,0,0,0
2009,Winn Parish LA,,,,,,,,,,
2009,Winnebago County IA,0,0,0,0,0,0,0,0,0,0
2009,Winnebago County IL,,,,,,,,,,
2009,Winnebago County WI,,,,,,,0,0,0,0
2009,Winneshiek County IA,0,0,0,0,0,0,0,0,0,0
2009,Winona County MN,0,0,0,0,0,0,0,0,0,0
2009,Winston County AL,0,0,0,0,0,0,0,0,0,0
2009,Winston County MS,,,,,,,,,,
2009,Wirt County WV,,,,,,,,,,
2009,Wise County TX,0,0,0,0,0,0,0,0,0,0
2009,Wise County VA,0,0,0,0,0,0,0,0,0,0
2009,Wolfe County KY,,,,,,,,,,
2009,Wood County OH,,,,,,,,,,
2009,Wood County TX,,,,,,,0,0,0,0
2009,Wood County WI,,,,,,,,,,
2009,Wood County WV,,,,,,,,,,
2009,Woodbury County IA,,,,,,,0,0,0,0
2009,Woodford County IL,,,,,,,,,,
2009,Woodford County KY,,,,,,,,,,
2009,Woodruff County AR,0,0,0,0,0,0,0,0,0,0
2009,Woods County OK,0,0,0,0,0,0,0,0,0,0
2009,Woodson County KS,0,0,0,0,0,0,0,0,0,0
2009,Woodward County OK,0,0,0,0,0,0,0,0,0,0
2009,Worcester County MA,,,,,,,,,,
2009,Worcester County MD,,,,,,,,,,
2009,Worth County GA,,,,,,,,,,
2009,Worth County IA,0,0,0,0,0,0,0,0,0,0
2009,Worth County MO,0,0,0,0,0,0,0,0,0,0
2009,Wrangell City and Borough AK,,,,,,,,,,
2009,Wright County IA,0,0,0,0,0,0,0,0,0,0
2009,Wright County MN,,,,,,,,,,
2009,Wright County MO,0,0,0,0,0,0,0,0,0,0
2009,Wyandot County OH,,,,,,,,,,
2009,Wyandotte County KS,,,11,43.9,5,25.7,,,0,0
2009,Wyoming County NY,0,0,0,0,0,0,0,0,0,0
2009,Wyoming County PA,0,0,0,0,0,0,0,0,0,0
2009,Wyoming County WV,0,0,0,0,0,0,0,0,0,0
2009,Wythe County VA,,,,,,,,,,
2009,Yadkin County NC,0,0,0,0,0,0,0,0,0,0
2009,Yakima County WA,,,5,16.4,,,,,,
2009,Yakutat City and Borough AK,,,,,,,,,,
2009,Yalobusha County MS,,,,,,,,,,
2009,Yamhill County OR,,,,,,,,,,
2009,Yancey County NC,,,,,,,,,,
2009,Yankton County SD,,,,,,,,,,
2009,Yates County NY,0,0,0,0,0,0,0,0,0,0
2009,Yavapai County AZ,0,0,,,,,,,0,0
2009,Yazoo County MS,,,,,,,0,0,0,0
2009,Yell County AR,,,,,,,,,,
2009,Yellow Medicine County MN,0,0,0,0,0,0,0,0,0,0
2009,Yellowstone County MT,,,,,0,0,,,,
2009,Yoakum County TX,0,0,0,0,0,0,0,0,0,0
2009,Yolo County CA,,,,,,,,,,
2009,York County ME,,,,,,,,,,
2009,York County NE,0,0,0,0,0,0,0,0,0,0
2009,York County PA,,,8,15.3,5,8.2,7,10.3,,
2009,York County SC,,,5,17,5,14.6,7,21,,
2009,York County VA,0,0,,,,,0,0,0,0
2009,Young County TX,0,0,0,0,0,0,0,0,0,0
2009,Yuba County CA,,,,,,,,,,
2009,Yukon-Koyukuk Census Area AK,,,,,,,,,,
2009,Yuma County AZ,,,10,49.2,,,,,,
2009,Yuma County CO,,,,,,,,,,
2009,Zapata County TX,,,,,,,,,,
2009,Zavala County TX,0,0,0,0,0,0,0,0,0,0
2009,Ziebach County SD,,,,,,,,,,
2010,Abbeville County SC,,,,,,,,,,
2010,Acadia Parish LA,,,,,,,,,0,0
2010,Accomack County VA,0,0,0,0,0,0,0,0,0,0
2010,Ada County ID,,,,,,,,,,
2010,Adair County IA,0,0,0,0,0,0,0,0,0,0
2010,Adair County KY,,,,,,,,,,
2010,Adair County MO,,,,,,,,,,
2010,Adair County OK,0,0,0,0,0,0,0,0,0,0
2010,Adams County CO,,,16,22.2,10,15.2,9,15.3,,
2010,Adams County IA,0,0,0,0,0,0,0,0,0,0
2010,Adams County ID,,,,,,,,,,
2010,Adams County IL,,,,,,,,,,
2010,Adams County IN,,,,,,,,,,
2010,Adams County MS,,,,,,,,,,
2010,Adams County ND,,,,,,,,,,
2010,Adams County NE,0,0,0,0,0,0,0,0,0,0
2010,Adams County OH,0,0,0,0,0,0,0,0,0,0
2010,Adams County PA,,,,,,,,,,
2010,Adams County WA,0,0,0,0,0,0,0,0,0,0
2010,Adams County WI,0,0,0,0,0,0,0,0,0,0
2010,Addison County VT,,,,,,,,,,
2010,Aiken County SC,5,20,,,,,5,20.8,,
2010,Aitkin County MN,0,0,0,0,0,0,0,0,0,0
2010,Alachua County FL,,,18,48.6,8,31.4,5,17.1,,
2010,Alamance County NC,,,6,34.9,5,24.2,6,27.3,,
2010,Alameda County CA,34,13.9,56,24.5,68,29.9,47,21.1,31,9
2010,Alamosa County CO,,,,,,,,,,
2010,Albany County NY,,,7,17.7,12,32.5,12,26.6,,
2010,Albany County WY,,,,,,,,,,
2010,Albemarle County VA,,,6,47.5,0,0,,,0,0
2010,Alcona County MI,0,0,0,0,0,0,0,0,0,0
2010,Alcorn County MS,,,,,,,,,,
2010,Aleutians East Borough AK,,,,,,,,,,
2010,Aleutians West Census Area AK,,,,,,,,,,
2010,Alexander County IL,,,,,,,,,,
2010,Alexander County NC,,,,,,,,,,
2010,Alexandria City VA,,,14,40.8,17,68.1,,,5,17.6
2010,Alfalfa County OK,0,0,0,0,0,0,0,0,0,0
2010,Alger County MI,0,0,0,0,0,0,0,0,0,0
2010,Allamakee County IA,,,,,,,,,,
2010,Allegan County MI,,,,,,,,,,
2010,Allegany County MD,,,,,,,,,,
2010,Allegany County NY,0,0,0,0,0,0,0,0,0,0
2010,Alleghany County NC,0,0,0,0,0,0,0,0,0,0
2010,Alleghany County VA,0,0,0,0,0,0,0,0,0,0
2010,Allegheny County PA,36,18.4,32,20.1,26,17.9,24,12.9,12,3.3
2010,Allen County IN,8,13.3,7,14.9,,,,,,
2010,Allen County KS,0,0,0,0,0,0,0,0,0,0
2010,Allen County KY,,,,,,,,,,
2010,Allen County OH,,,,,,,,,,
2010,Allen Parish LA,,,,,,,,,,
2010,Allendale County SC,,,,,,,,,,
2010,Alpena County MI,0,0,0,0,0,0,0,0,0,0
2010,Alpine County CA,,,,,,,,,,
2010,Amador County CA,,,,,,,,,,
2010,Amelia County VA,0,0,0,0,0,0,0,0,0,0
2010,Amherst County VA,0,0,0,0,0,0,0,0,0,0
2010,Amite County MS,,,,,,,,,,
2010,Anchorage Municipality AK,,,,,,,,,,
2010,Anderson County KS,0,0,0,0,0,0,0,0,0,0
2010,Anderson County KY,,,,,,,,,,
2010,Anderson County SC,5,17.6,,,5,20.1,0,0,,
2010,Anderson County TN,0,0,,,,,0,0,,
2010,Anderson County TX,,,9,97.1,8,84.3,,,,
2010,Andrew County MO,0,0,0,0,0,0,0,0,0,0
2010,Andrews County TX,,,,,,,,,,
2010,Androscoggin County ME,,,,,,,,,,
2010,Angelina County TX,,,,,,,,,,
2010,Anne Arundel County MD,23,27.3,20,27.7,17,22.5,20,23.2,10,7.6
2010,Anoka County MN,,,,,,,,,,
2010,Anson County NC,,,,,,,,,,
2010,Antelope County NE,0,0,0,0,0,0,0,0,0,0
2010,Antrim County MI,,,,,,,,,,
2010,Apache County AZ,,,,,,,,,,
2010,Appanoose County IA,0,0,0,0,0,0,0,0,0,0
2010,Appling County GA,,,,,,,,,,
2010,Appomattox County VA,0,0,0,0,0,0,0,0,0,0
2010,Aransas County TX,,,,,,,,,,
2010,Arapahoe County CO,15,16.7,19,22.4,13,15.8,10,11.7,5,4
2010,Archer County TX,0,0,0,0,0,0,0,0,0,0
2010,Archuleta County CO,0,0,0,0,0,0,0,0,0,0
2010,Arenac County MI,0,0,0,0,0,0,0,0,0,0
2010,Arkansas County AR,,,,,,,,,,
2010,Arlington County VA,,,8,13.8,11,33.1,11,42.4,,
2010,Armstrong County PA,0,0,0,0,0,0,0,0,0,0
2010,Armstrong County TX,0,0,0,0,0,0,0,0,0,0
2010,Aroostook County ME,,,,,,,,,,
2010,Arthur County NE,,,,,,,,,0,0
2010,Ascension Parish LA,,,,,,,,,,
2010,Ashe County NC,,,,,,,,,,
2010,Ashland County OH,0,0,0,0,0,0,0,0,0,0
2010,Ashland County WI,0,0,0,0,0,0,0,0,0,0
2010,Ashley County AR,,,,,,,,,,
2010,Ashtabula County OH,,,,,,,,,,
2010,Asotin County WA,,,,,,,,,,
2010,Assumption Parish LA,0,0,0,0,0,0,0,0,0,0
2010,Atascosa County TX,,,,,,,,,,
2010,Atchison County KS,0,0,0,0,0,0,0,0,0,0
2010,Atchison County MO,0,0,0,0,0,0,0,0,0,0
2010,Athens County OH,,,,,,,,,,
2010,Atkinson County GA,,,,,,,,,,
2010,Atlantic County NJ,,,13,41.5,,,10,22.5,7,9.5
2010,Atoka County OK,0,0,0,0,0,0,0,0,0,0
2010,Attala County MS,,,,,,,,,,
2010,Audrain County MO,,,,,,,,,,
2010,Audubon County IA,0,0,0,0,0,0,0,0,0,0
2010,Auglaize County OH,,,,,,,,,,
2010,Augusta County VA,,,,,,,,,,
2010,Aurora County SD,,,,,,,,,,
2010,Austin County TX,,,,,,,,,,
2010,Autauga County AL,,,,,,,,,,
2010,Avery County NC,0,0,0,0,0,0,0,0,0,0
2010,Avoyelles Parish LA,,,,,,,,,,
2010,Baca County CO,0,0,0,0,0,0,0,0,0,0
2010,Bacon County GA,,,,,,,,,,
2010,Bailey County TX,0,0,0,0,0,0,0,0,0,0
2010,Baker County FL,,,,,,,,,0,0
2010,Baker County GA,,,,,,,,,,
2010,Baker County OR,0,0,0,0,0,0,0,0,0,0
2010,Baldwin County AL,,,0,0,,,,,0,0
2010,Baldwin County GA,9,80.3,,,,,,,0,0
2010,Ballard County KY,,,,,,,,,,
2010,Baltimore City MD,86,75.8,96,92,123,161,145,165.9,51,35.8
2010,Baltimore County MD,64,47.8,64,61.4,73,71.2,78,64.4,39,17.7
2010,Bamberg County SC,,,,,,,,,,
2010,Bandera County TX,,,,,,,,,,
2010,Banks County GA,,,0,0,,,,,0,0
2010,Banner County NE,,,,,,,,,,
2010,Bannock County ID,,,,,,,,,,
2010,Baraga County MI,0,0,0,0,0,0,0,0,0,0
2010,Barber County KS,0,0,0,0,0,0,0,0,0,0
2010,Barbour County AL,,,,,,,,,,
2010,Barbour County WV,,,,,,,,,,
2010,Barnes County ND,,,,,,,,,,
2010,Barnstable County MA,,,,,,,,,,
2010,Barnwell County SC,,,,,0,0,,,0,0
2010,Barren County KY,,,,,,,,,,
2010,Barron County WI,,,,,,,,,,
2010,Barrow County GA,,,,,,,,,,
2010,Barry County MI,,,,,,,,,,
2010,Barry County MO,,,,,,,,,,
2010,Bartholomew County IN,,,,,,,,,0,0
2010,Barton County KS,,,,,,,,,,
2010,Barton County MO,0,0,0,0,0,0,0,0,0,0
2010,Bartow County GA,,,,,5,33.3,,,,
2010,Bastrop County TX,,,,,5,49.3,,,0,0
2010,Bates County MO,,,,,,,,,,
2010,Bath County KY,,,,,,,,,,
2010,Bath County VA,0,0,0,0,0,0,0,0,0,0
2010,Baxter County AR,,,,,,,,,,
2010,Bay County FL,9,33.9,,,,,8,30.2,,
2010,Bay County MI,,,,,,,,,,
2010,Bayfield County WI,0,0,0,0,0,0,0,0,0,0
2010,Baylor County TX,0,0,0,0,0,0,0,0,0,0
2010,Beadle County SD,,,,,,,,,,
2010,Bear Lake County ID,,,,,,,,,,
2010,Beaufort County NC,0,0,,,,,,,,
2010,Beaufort County SC,5,19.9,,,7,39.9,,,5,9
2010,Beauregard Parish LA,,,,,,,,,,
2010,Beaver County OK,0,0,0,0,0,0,0,0,0,0
2010,Beaver County PA,0,0,,,,,,,,
2010,Beaver County UT,0,0,0,0,0,0,0,0,0,0
2010,Beaverhead County MT,0,0,0,0,0,0,0,0,0,0
2010,Becker County MN,,,,,,,,,,
2010,Beckham County OK,,,,,,,,,,
2010,Bedford County PA,,,,,,,,,,
2010,Bedford County TN,,,,,,,,,,
2010,Bedford County VA,,,,,,,,,,
2010,Bee County TX,,,6,114.8,,,5,106.9,,
2010,Belknap County NH,,,,,,,,,,
2010,Bell County KY,,,,,,,,,,
2010,Bell County TX,,,11,20.5,14,35.7,6,16,,
2010,Belmont County OH,,,,,,,,,,
2010,Beltrami County MN,,,,,,,,,,
2010,Ben Hill County GA,,,,,,,,,,
2010,Benewah County ID,,,,,,,,,,
2010,Bennett County SD,,,,,,,,,,
2010,Bennington County VT,,,,,,,,,,
2010,Benson County ND,,,,,,,,,,
2010,Bent County CO,,,,,,,,,,
2010,Benton County AR,0,0,,,5,16,,,,
2010,Benton County IA,0,0,0,0,0,0,0,0,0,0
2010,Benton County IN,0,0,0,0,0,0,0,0,0,0
2010,Benton County MN,0,0,0,0,0,0,0,0,0,0
2010,Benton County MO,0,0,0,0,0,0,0,0,0,0
2010,Benton County MS,,,,,,,,,,
2010,Benton County OR,,,,,,,,,,
2010,Benton County TN,,,,,,,,,,
2010,Benton County WA,0,0,,,,,,,0,0
2010,Benzie County MI,0,0,0,0,0,0,0,0,0,0
2010,Bergen County NJ,,,21,20,10,7.8,10,6.8,,
2010,Berkeley County SC,,,8,30,7,28.6,,,0,0
2010,Berkeley County WV,0,0,,,,,,,,
2010,Berks County PA,,,7,15.1,11,20.5,9,14.4,,
2010,Berkshire County MA,,,,,,,,,,
2010,Bernalillo County NM,,,23,23.8,13,15.5,7,7.4,,
2010,Berrien County GA,,,,,,,,,,
2010,Berrien County MI,0,0,,,,,,,,
2010,Bertie County NC,,,,,0,0,,,0,0
2010,Bethel Census Area AK,,,,,,,,,,
2010,Bexar County TX,86,27.1,87,34.1,57,24.6,45,19.8,27,7.7
2010,Bibb County AL,,,,,,,,,,
2010,Bibb County GA,11,39.8,18,88.4,6,31.6,12,55.5,9,23.5
2010,Bienville Parish LA,,,,,,,,,,
2010,Big Horn County MT,0,0,0,0,0,0,0,0,0,0
2010,Big Horn County WY,,,,,,,,,,
2010,Big Stone County MN,0,0,0,0,0,0,0,0,0,0
2010,Billings County ND,,,,,,,,,,
2010,Bingham County ID,,,,,,,,,,
2010,Black Hawk County IA,,,,,,,,,,
2010,Blackford County IN,0,0,0,0,0,0,0,0,0,0
2010,Bladen County NC,,,,,0,0,,,0,0
2010,Blaine County ID,,,,,,,,,,
2010,Blaine County MT,0,0,0,0,0,0,0,0,0,0
2010,Blaine County NE,,,,,,,,,0,0
2010,Blaine County OK,,,,,,,,,,
2010,Blair County PA,,,,,,,,,,
2010,Blanco County TX,,,,,,,,,,
2010,Bland County VA,0,0,0,0,0,0,0,0,0,0
2010,Bleckley County GA,,,,,,,,,,
2010,Bledsoe County TN,0,0,0,0,0,0,0,0,0,0
2010,Blount County AL,,,,,,,,,,
2010,Blount County TN,,,,,,,,,,
2010,Blue Earth County MN,,,,,,,,,,
2010,Boise County ID,,,,,,,,,,
2010,Bolivar County MS,,,,,,,,,,
2010,Bollinger County MO,0,0,0,0,0,0,0,0,0,0
2010,Bon Homme County SD,,,,,,,,,,
2010,Bond County IL,,,,,,,,,,
2010,Bonner County ID,,,,,,,,,,
2010,Bonneville County ID,,,,,,,,,,
2010,Boone County AR,,,,,,,,,,
2010,Boone County IA,0,0,0,0,0,0,0,0,0,0
2010,Boone County IL,,,,,,,,,,
2010,Boone County IN,,,,,,,,,,
2010,Boone County KY,,,,,,,,,,
2010,Boone County MO,5,11.5,,,,,,,0,0
2010,Boone County NE,0,0,0,0,0,0,0,0,0,0
2010,Boone County WV,0,0,0,0,0,0,0,0,0,0
2010,Borden County TX,,,,,,,,,0,0
2010,Bosque County TX,,,,,,,,,,
2010,Bossier Parish LA,,,,,,,,,,
2010,Botetourt County VA,0,0,0,0,0,0,0,0,0,0
2010,Bottineau County ND,,,,,,,,,,
2010,Boulder County CO,,,,,,,,,0,0
2010,Boundary County ID,,,,,,,,,,
2010,Bourbon County KS,0,0,0,0,0,0,0,0,0,0
2010,Bourbon County KY,,,,,,,,,,
2010,Bowie County TX,,,,,,,,,,
2010,Bowman County ND,,,,,,,,,,
2010,Box Butte County NE,0,0,0,0,0,0,0,0,0,0
2010,Box Elder County UT,,,,,,,,,,
2010,Boyd County KY,,,,,,,,,,
2010,Boyd County NE,0,0,0,0,0,0,0,0,0,0
2010,Boyle County KY,,,,,,,,,,
2010,Bracken County KY,,,,,,,,,,
2010,Bradford County FL,,,,,,,,,,
2010,Bradford County PA,,,,,,,,,,
2010,Bradley County AR,0,0,0,0,0,0,0,0,0,0
2010,Bradley County TN,,,,,,,,,,
2010,Branch County MI,,,,,,,,,,
2010,Brantley County GA,,,,,,,,,,
2010,Braxton County WV,,,,,,,,,,
2010,Brazoria County TX,7,14.2,5,11.5,6,12.6,12,25.7,0,0
2010,Brazos County TX,9,12.8,,,,,,,0,0
2010,Breathitt County KY,,,,,,,,,,
2010,Breckinridge County KY,,,,,,,,,,
2010,Bremer County IA,0,0,0,0,0,0,0,0,0,0
2010,Brevard County FL,12,15.7,13,23.6,10,16.2,16,17.7,8,4.3
2010,Brewster County TX,,,,,,,,,,
2010,Briscoe County TX,0,0,0,0,0,0,0,0,0,0
2010,Bristol Bay Borough AK,,,,,,,,,,
2010,Bristol City VA,,,,,,,,,,
2010,Bristol County MA,,,,,,,,,,
2010,Bristol County RI,,,,,,,,,,
2010,Broadwater County MT,0,0,0,0,0,0,0,0,0,0
2010,Bronx County NY,146,54.4,159,77.9,140,75.1,132,70.9,75,26.7
2010,Brooke County WV,0,0,0,0,0,0,0,0,0,0
2010,Brookings County SD,,,,,,,,,,
2010,Brooks County GA,,,0,0,,,,,0,0
2010,Brooks County TX,,,,,,,,,,
2010,Broome County NY,,,,,,,,,,
2010,Broomfield County CO,,,,,,,,,,
2010,Broward County FL,143,54,184,81.5,195,77.8,186,67,75,16.3
2010,Brown County IL,,,,,,,,,,
2010,Brown County IN,0,0,0,0,0,0,0,0,0,0
2010,Brown County KS,0,0,0,0,0,0,0,0,0,0
2010,Brown County MN,,,,,,,,,,
2010,Brown County NE,0,0,0,0,0,0,0,0,0,0
2010,Brown County OH,,,,,,,,,,
2010,Brown County SD,,,,,,,,,,
2010,Brown County TX,0,0,0,0,0,0,0,0,0,0
2010,Brown County WI,0,0,,,,,0,0,,
2010,Brule County SD,,,,,,,,,,
2010,Brunswick County NC,0,0,,,,,,,,
2010,Brunswick County VA,0,0,0,0,0,0,0,0,0,0
2010,Bryan County GA,,,,,,,,,,
2010,Bryan County OK,,,,,,,,,,
2010,Buchanan County IA,0,0,0,0,0,0,0,0,0,0
2010,Buchanan County MO,,,,,,,,,,
2010,Buchanan County VA,,,,,,,,,,
2010,Buckingham County VA,,,,,,,,,,
2010,Bucks County PA,7,7.6,8,12,9,10.8,6,5.5,6,3.4
2010,Buena Vista City VA,0,0,0,0,0,0,0,0,0,0
2010,Buena Vista County IA,0,0,0,0,0,0,0,0,0,0
2010,Buffalo County NE,0,0,0,0,0,0,0,0,0,0
2010,Buffalo County SD,,,,,,,,,,
2010,Buffalo County WI,0,0,0,0,0,0,0,0,0,0
2010,Bullitt County KY,,,,,,,,,,
2010,Bulloch County GA,7,29.8,,,,,0,0,,
2010,Bullock County AL,,,,,,,,,,
2010,Buncombe County NC,,,,,,,5,14.5,,
2010,Bureau County IL,,,,,,,,,,
2010,Burke County GA,,,,,,,,,,
2010,Burke County NC,,,,,,,,,,
2010,Burke County ND,,,,,,,,,,
2010,Burleigh County ND,,,,,,,,,,
2010,Burleson County TX,,,,,,,,,,
2010,Burlington County NJ,,,7,13.5,13,21,5,6.6,,
2010,Burnet County TX,,,,,,,,,,
2010,Burnett County WI,0,0,0,0,0,0,0,0,0,0
2010,Burt County NE,0,0,0,0,0,0,0,0,0,0
2010,Butler County AL,,,,,,,,,,
2010,Butler County IA,0,0,0,0,0,0,0,0,0,0
2010,Butler County KS,,,,,,,,,,
2010,Butler County KY,,,,,,,,,,
2010,Butler County MO,,,,,,,,,,
2010,Butler County NE,0,0,0,0,0,0,0,0,0,0
2010,Butler County OH,,,,,7,14.4,,,,
2010,Butler County PA,,,,,,,,,,
2010,Butte County CA,,,,,,,,,,
2010,Butte County ID,,,,,,,,,,
2010,Butte County SD,,,,,,,,,,
2010,Butts County GA,,,,,6,178.8,,,,
2010,Cabarrus County NC,,,,,5,17.6,,,0,0
2010,Cabell County WV,,,,,0,0,,,,
2010,Cache County UT,0,0,0,0,0,0,0,0,0,0
2010,Caddo County OK,,,,,,,,,,
2010,Caddo Parish LA,,,21,59.2,11,36.7,12,33.8,,
2010,Calaveras County CA,,,,,,,,,,
2010,Calcasieu Parish LA,,,11,42.2,6,25.8,10,35.9,,
2010,Caldwell County KY,,,,,,,,,,
2010,Caldwell County MO,0,0,0,0,0,0,0,0,0,0
2010,Caldwell County NC,,,,,,,,,,
2010,Caldwell County TX,,,,,,,,,0,0
2010,Caldwell Parish LA,,,,,,,,,,
2010,Caledonia County VT,,,,,,,,,,
2010,Calhoun County AL,5,24.3,,,,,,,,
2010,Calhoun County AR,,,,,,,,,,
2010,Calhoun County FL,0,0,0,0,,,,,0,0
2010,Calhoun County GA,,,,,,,,,,
2010,Calhoun County IA,0,0,0,0,0,0,0,0,0,0
2010,Calhoun County IL,,,,,,,,,,
2010,Calhoun County MI,,,,,,,,,0,0
2010,Calhoun County MS,0,0,0,0,0,0,0,0,0,0
2010,Calhoun County SC,,,,,,,,,,
2010,Calhoun County TX,,,,,,,,,,
2010,Calhoun County WV,0,0,0,0,0,0,0,0,0,0
2010,Callahan County TX,0,0,,,,,0,0,0,0
2010,Callaway County MO,,,,,,,,,,
2010,Calloway County KY,,,,,,,,,,
2010,Calumet County WI,,,,,,,,,,
2010,Calvert County MD,,,,,,,,,,
2010,Camas County ID,,,,,,,,,,
2010,Cambria County PA,,,,,,,,,,
2010,Camden County GA,,,,,,,,,,
2010,Camden County MO,0,0,0,0,0,0,0,0,0,0
2010,Camden County NC,,,,,,,,,,
2010,Camden County NJ,10,12.1,18,26.8,15,21.6,14,17.8,10,7.8
2010,Cameron County PA,0,0,0,0,0,0,0,0,0,0
2010,Cameron County TX,10,12.9,18,34.7,8,15.4,14,30.5,5,6
2010,Cameron Parish LA,0,0,0,0,0,0,0,0,0,0
2010,Camp County TX,,,,,,,,,,
2010,Campbell County KY,,,,,,,,,,
2010,Campbell County SD,,,,,,,,,,
2010,Campbell County TN,0,0,0,0,0,0,0,0,0,0
2010,Campbell County VA,,,,,,,,,,
2010,Campbell County WY,,,,,,,,,,
2010,Canadian County OK,,,,,0,0,,,0,0
2010,Candler County GA,,,,,,,,,,
2010,Cannon County TN,,,,,,,,,,
2010,Canyon County ID,,,,,,,,,,
2010,Cape Girardeau County MO,,,,,,,,,,
2010,Cape May County NJ,0,0,,,,,,,,
2010,Carbon County MT,,,,,,,,,,
2010,Carbon County PA,,,,,,,,,0,0
2010,Carbon County UT,0,0,0,0,0,0,0,0,0,0
2010,Carbon County WY,0,0,0,0,0,0,0,0,0,0
2010,Caribou County ID,,,,,,,,,,
2010,Carlisle County KY,,,,,,,,,,
2010,Carlton County MN,0,0,0,0,0,0,0,0,0,0
2010,Caroline County MD,,,,,,,,,,
2010,Caroline County VA,,,,,,,,,,
2010,Carroll County AR,0,0,0,0,0,0,0,0,0,0
2010,Carroll County GA,,,5,34.1,,,,,,
2010,Carroll County IA,0,0,0,0,0,0,0,0,0,0
2010,Carroll County IL,,,,,,,,,,
2010,Carroll County IN,0,0,0,0,0,0,0,0,0,0
2010,Carroll County KY,,,,,,,,,,
2010,Carroll County MD,,,,,,,,,,
2010,Carroll County MO,0,0,0,0,0,0,0,0,0,0
2010,Carroll County MS,0,0,0,0,0,0,0,0,0,0
2010,Carroll County NH,,,,,,,,,,
2010,Carroll County OH,,,,,,,,,,
2010,Carroll County TN,,,,,,,,,,
2010,Carroll County VA,0,0,0,0,0,0,0,0,0,0
2010,Carson City NV,,,,,,,,,,
2010,Carson County TX,0,0,0,0,0,0,0,0,0,0
2010,Carter County KY,,,,,,,,,,
2010,Carter County MO,0,0,0,0,0,0,0,0,0,0
2010,Carter County MT,0,0,,,,,0,0,0,0
2010,Carter County OK,,,,,,,,,,
2010,Carter County TN,,,,,,,,,,
2010,Carteret County NC,,,,,,,,,,
2010,Carver County MN,,,,,,,,,,
2010,Cascade County MT,,,,,,,,,,
2010,Casey County KY,,,,,,,,,,
2010,Cass County IA,0,0,0,0,0,0,0,0,0,0
2010,Cass County IL,,,,,,,,,,
2010,Cass County IN,0,0,0,0,0,0,0,0,0,0
2010,Cass County MI,,,,,,,,,,
2010,Cass County MN,,,,,,,,,,
2010,Cass County MO,,,0,0,0,0,,,0,0
2010,Cass County ND,,,,,,,,,,
2010,Cass County NE,,,,,,,,,,
2010,Cass County TX,,,,,,,,,,
2010,Cassia County ID,,,,,,,,,,
2010,Castro County TX,0,0,0,0,0,0,0,0,0,0
2010,Caswell County NC,,,,,,,,,,
2010,Catahoula Parish LA,0,0,0,0,0,0,0,0,0,0
2010,Catawba County NC,,,,,6,27.2,,,,
2010,Catoosa County GA,0,0,,,,,0,0,0,0
2010,Catron County NM,0,0,0,0,0,0,0,0,0,0
2010,Cattaraugus County NY,,,,,,,,,,
2010,Cavalier County ND,,,,,,,,,,
2010,Cayuga County NY,,,,,,,,,,
2010,Cecil County MD,,,,,,,,,,
2010,Cedar County IA,,,,,,,,,,
2010,Cedar County MO,0,0,0,0,0,0,0,0,0,0
2010,Cedar County NE,0,0,0,0,0,0,0,0,0,0
2010,Centre County PA,,,,,,,,,0,0
2010,Cerro Gordo County IA,,,,,,,,,,
2010,Chaffee County CO,,,,,,,,,,
2010,Chambers County AL,5,98.2,,,,,,,0,0
2010,Chambers County TX,,,,,,,,,,
2010,Champaign County IL,,,,,,,,,,
2010,Champaign County OH,,,,,,,,,,
2010,Chariton County MO,0,0,0,0,0,0,0,0,0,0
2010,Charles City County VA,,,,,,,,,,
2010,Charles County MD,,,,,,,,,,
2010,Charles Mix County SD,,,,,,,,,,
2010,Charleston County SC,26,42.5,23,41.2,18,41.7,15,31.2,5,5.6
2010,Charlevoix County MI,0,0,0,0,0,0,0,0,0,0
2010,Charlotte County FL,0,0,,,5,35.9,,,,
2010,Charlotte County VA,,,,,,,,,,
2010,Charlottesville City VA,,,0,0,,,0,0,,
2010,Charlton County GA,0,0,0,0,0,0,0,0,0,0
2010,Chase County KS,0,0,0,0,0,0,0,0,0,0
2010,Chase County NE,0,0,0,0,0,0,0,0,0,0
2010,Chatham County GA,18,35.7,20,48.5,13,40.9,19,54.6,14,22.1
2010,Chatham County NC,0,0,,,,,0,0,,
2010,Chattahoochee County GA,,,,,,,,,,
2010,Chattooga County GA,,,,,,,,,,
2010,Chautauqua County KS,0,0,0,0,0,0,0,0,0,0
2010,Chautauqua County NY,,,,,0,0,5,24.6,0,0
2010,Chaves County NM,,,,,,,,,,
