Year,Full Name,AI_AN Death Cases,AI_AN Death Rates,Asian Death Cases,Asian Death Rates,Black Death Cases,Black Death Rates,Latino Death Cases,Latino Death Rates,Multi Death Cases,Multi Death Rates,NH_OPI Death Cases,NH_OPI Death Rates,White Death Cases,White Death Rates
2013,South Dakota,4,7.8,0,0,2,19,0,0,0,0,0,0,3,0.5
2013,Tennessee,1,6.6,2,2.3,189,21.5,10,4.6,10,16.9,0,0,119,2.9
2013,Texas,1,1.4,6,0.7,448,17.9,313,4.1,93,42.6,0,0,362,3.6
2013,Utah,1,4.6,1,1.9,1,4.6,4,1.5,1,3.2,0,0,36,2
2013,Vermont,0,0,0,0,1,18.8,2,23.5,0,0,0,0,5,1
2013,Virginia,0,0,2,0.5,213,16.4,13,2.4,13,10.9,0,0,83,1.8
2013,Washington,2,2.7,3,0.7,22,10.7,15,2.6,9,5.3,0,0,114,2.7
2013,West Virginia,0,0,0,0,6,11.1,3,15.3,7,42.6,0,0,25,1.7
2013,Wisconsin,1,2.5,1,0.9,33,11.9,12,4.8,1,2,0,0,44,1.1
2013,Wyoming,0,0,0,0,0,0,0,0,1,16.9,0,0,5,1.2
2014,Alabama,0,0,0,0,162,15.5,8,5.9,19,44.2,0,0,90,3.3
2014,Alaska,4,4.9,0,0,3,15,0,0,0,0,0,0,5,1.3
2014,Arizona,13,6.1,2,1.1,32,14.5,48,3.1,7,8.4,0,0,118,3.6
2014,Arkansas,0,0,0,0,56,15.3,6,4.1,5,15.4,0,0,53,2.9
2014,California,2,1.4,24,0.5,338,18.1,457,4,95,13.7,0,0,719,5.4
2014,Colorado,0,0,3,2.2,16,9.3,32,3.8,5,6.7,0,0,90,2.8
2014,Connecticut,1,16.4,0,0,60,20.4,56,13.6,1,2.7,0,0,66,3
2014,Delaware,0,0,0,0,53,32.6,10,17,4,33.3,0,0,21,4
2014,District of Columbia,0,0,0,0,170,64.3,4,7.3,19,181.1,0,0,17,7.8
2014,Florida,0,0,3,0.7,1001,40,317,8,72,36,0,0,570,5.8
2014,Georgia,0,0,0,0,672,26.7,40,6.1,39,37.9,0,0,162,3.5
2014,Hawaii,0,0,2,0.4,4,18.7,4,4,7,3.5,4,3.7,23,8.1
2014,Idaho,0,0,0,0,4,49.4,0,0,0,0,0,0,17,1.5
2014,Illinois,0,0,2,0.4,302,20.1,60,3.7,46,39.2,0,0,113,1.6
2014,Indiana,0,0,1,0.9,63,13,9,3,6,9.3,0,0,101,2.2
2014,Iowa,0,0,1,1.7,8,10.4,3,2.5,2,7.5,0,0,40,1.7
2014,Kansas,0,0,0,0,8,5.9,5,2.2,1,2.4,0,0,31,1.6
2014,Kentucky,0,0,0,0,38,13.3,3,2.9,5,12,1,52.2,72,2.3
2014,Louisiana,0,0,0,0,325,27.2,9,5.3,7,18.6,0,0,81,3.5
2014,Maine,0,0,0,0,1,7.6,1,6.6,0,0,0,0,17,1.6
2014,Maryland,0,0,1,0.3,414,28.5,31,7.6,54,64.8,2,82,89,3.3
2014,Massachusetts,0,0,1,0.3,64,16.9,70,12.4,5,6.8,0,0,123,2.8
2014,Michigan,0,0,3,1.3,168,14.9,10,2.9,13,10.1,0,0,94,1.5
2014,Minnesota,2,4.5,1,0.5,27,11.7,3,1.5,1,1.5,0,0,63,1.7
2014,Mississippi,1,8.9,0,0,167,18.7,5,7.7,11,59.9,0,0,53,3.6
2014,Missouri,0,0,0,0,80,14.1,10,5.9,10,13.9,0,0,71,1.7
2014,Montana,1,2.2,0,0,2,50.2,2,7.8,1,6.2,0,0,4,0.5
2014,Nebraska,2,17.2,0,0,12,17.8,1,0.8,0,0,0,0,15,1.2
2014,Nevada,1,4.8,0,0,22,11.5,22,3.7,12,21.1,0,0,73,5.7
2014,New Hampshire,0,0,0,0,1,7.7,0,0,2,16,0,0,10,0.9
2014,New Jersey,0,0,0,0,326,34.2,153,11.5,55,67.4,0,0,126,2.9
2014,New Mexico,12,8.3,1,3.8,4,12.7,25,3.2,3,14.3,0,0,22,3.1
2014,New York,0,0,7,0.5,737,30.7,664,22.9,228,108.5,0,0,275,2.8
2014,North Carolina,2,2.1,2,0.9,353,20.1,22,3.6,23,21.9,0,0,142,2.6
2014,North Dakota,0,0,0,0,0,0,0,0,2,25.3,0,0,5,0.9
2014,Ohio,0,0,2,1,134,11.6,14,4.8,16,12.1,2,65.5,180,2.3
2014,Oklahoma,12,4.7,1,1.5,30,13,12,4.5,5,3.6,0,0,80,3.6
2014,Oregon,0,0,1,0.7,8,13.8,9,2.5,6,7.2,0,0,78,2.9
2014,Pennsylvania,1,6.6,0,0,291,26,98,15.8,34,29,0,0,219,2.5
2014,Rhode Island,0,0,0,0,10,20.4,5,4.4,0,0,0,0,22,3.2
2014,South Carolina,0,0,0,0,227,21,15,8.1,15,34.7,0,0,74,2.8
2014,South Dakota,2,3.9,0,0,1,9.3,1,5,1,10.4,0,0,5,0.8
2014,Tennessee,0,0,0,0,192,21.6,6,2.7,12,19.4,0,0,121,2.9
2014,Texas,0,0,0,0,508,19.8,356,4.5,99,43.2,0,0,383,3.8
2014,Utah,1,4.5,0,0,2,8.9,2,0.7,2,6.1,0,0,15,0.8
2014,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6
2014,Virginia,1,5.3,0,0,192,14.6,12,2.2,21,16.9,0,0,82,1.8
2014,Washington,3,4,2,0.4,22,10.4,22,3.6,11,6.2,0,0,114,2.6
2014,West Virginia,0,0,0,0,5,9.2,0,0,3,17.7,0,0,30,2
2014,Wisconsin,0,0,0,0,33,11.8,9,3.5,5,9.8,0,0,43,1.1
2014,Wyoming,0,0,0,0,0,0,1,2.4,1,16.7,0,0,3,0.7
2015,Alabama,0,0,0,0,183,17.3,9,6.5,8,18.1,0,0,71,2.6
2015,Alaska,3,3.7,0,0,2,10,1,2.7,0,0,0,0,6,1.5
2015,Arizona,9,4.2,0,0,25,10.9,49,3.1,7,8.1,0,0,123,3.7
2015,Arkansas,0,0,0,0,44,11.9,4,2.6,5,15,0,0,57,3.1
2015,California,2,1.4,31,0.7,369,19.7,453,3.9,116,16.2,3,2.5,724,5.5
2015,Colorado,1,3.4,0,0,10,5.6,20,2.3,3,3.8,0,0,90,2.8
2015,Connecticut,0,0,0,0,71,23.9,41,9.7,6,15.6,0,0,65,3
2015,Delaware,0,0,0,0,43,25.9,2,3.3,5,40,0,0,20,3.8
2015,District of Columbia,1,79.5,0,0,192,72.4,17,29.7,23,213.5,0,0,22,9.9
2015,Florida,1,2.2,4,0.9,984,38.5,364,8.9,71,34.1,0,0,656,6.6
2015,Georgia,0,0,1,0.3,595,23.2,24,3.6,35,32.6,0,0,167,3.6
2015,Hawaii,0,0,6,1.3,2,8.9,3,3,5,2.4,2,1.8,14,4.9
2015,Idaho,2,13.5,0,0,0,0,1,0.7,0,0,0,0,11,1
2015,Illinois,1,6,1,0.2,292,19.5,70,4.3,45,37.1,0,0,136,2
2015,Indiana,0,0,0,0,56,11.4,13,4.2,7,10.4,0,0,101,2.3
2015,Iowa,0,0,0,0,3,3.7,0,0,1,3.6,0,0,32,1.4
2015,Kansas,1,5.2,0,0,12,8.8,2,0.8,3,6.9,0,0,33,1.8
2015,Kentucky,0,0,0,0,45,15.6,5,4.6,4,9.2,0,0,69,2.2
2015,Louisiana,1,4.1,1,1.5,318,26.5,3,1.7,9,23.1,0,0,87,3.7
2015,Maine,0,0,0,0,0,0,3,19.2,0,0,0,0,16,1.5
2015,Maryland,0,0,1,0.3,391,26.6,19,4.5,71,82.4,0,0,64,2.4
2015,Massachusetts,0,0,1,0.3,82,21.1,68,11.6,8,10.6,0,0,139,3.2
2015,Michigan,1,2.1,1,0.4,164,14.6,9,2.5,12,9.1,0,0,109,1.7
2015,Minnesota,5,11.2,3,1.5,31,12.9,10,5,7,10.2,0,0,42,1.1
2015,Mississippi,0,0,0,0,132,14.7,5,7.5,12,63.4,0,0,66,4.6
2015,Missouri,0,0,0,0,63,11.1,12,6.9,9,12.1,0,0,88,2.1
2015,Montana,2,4.3,0,0,1,24.4,0,0,1,6,0,0,9,1.2
2015,Nebraska,0,0,0,0,3,4.4,2,1.5,2,10.5,0,0,21,1.6
2015,Nevada,0,0,5,2.5,37,18.7,20,3.3,6,10.1,0,0,58,4.5
2015,New Hampshire,0,0,0,0,0,0,3,8.8,0,0,0,0,26,2.5
2015,New Jersey,0,0,1,0.1,326,34.1,122,9,77,91.9,0,0,112,2.6
2015,New Mexico,10,6.9,0,0,3,9.4,37,4.7,3,14.1,0,0,22,3.1
2015,New York,0,0,12,0.9,692,28.7,592,20.2,240,111.3,0,0,261,2.7
2015,North Carolina,2,2.1,0,0,372,20.9,17,2.7,13,11.9,0,0,155,2.8
2015,North Dakota,0,0,0,0,3,21.1,0,0,0,0,0,0,5,0.9
2015,Ohio,0,0,1,0.5,134,11.5,11,3.7,9,6.6,0,0,151,1.9
2015,Oklahoma,15,5.9,1,1.4,18,7.7,6,2.2,10,7,0,0,93,4.2
2015,Oregon,0,0,1,0.7,5,8.4,10,2.7,9,10.5,0,0,86,3.2
2015,Pennsylvania,0,0,1,0.3,290,25.8,65,10.1,35,28.9,1,32.8,195,2.3
2015,Rhode Island,0,0,0,0,9,18,6,5.1,1,7.3,0,0,10,1.4
2015,South Carolina,0,0,0,0,210,19.3,7,3.7,11,24.1,0,0,63,2.3
2015,South Dakota,1,1.9,0,0,1,9.1,0,0,0,0,0,0,5,0.8
2015,Tennessee,0,0,1,1.1,184,20.5,12,5.1,18,27.9,1,38,125,3
2015,Texas,2,2.6,5,0.5,478,18.2,355,4.4,82,34.1,0,0,388,3.8
2015,Utah,1,4.4,0,0,4,17.1,1,0.3,0,0,0,0,25,1.3
2015,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2015,Virginia,0,0,2,0.5,187,14.1,6,1.1,11,8.5,0,0,71,1.6
2015,Washington,1,1.3,1,0.2,25,11.5,14,2.2,14,7.6,0,0,93,2.1
2015,West Virginia,0,0,0,0,3,5.6,1,4.8,3,17.2,0,0,23,1.6
2015,Wisconsin,0,0,0,0,32,11.3,10,3.8,5,9.4,0,0,37,0.9
2015,Wyoming,0,0,0,0,1,18.4,1,2.4,1,16,0,0,1,0.2
2016,Alabama,0,0,1,1.8,166,15.7,2,1.4,14,30.7,1,51.5,82,3
2016,Alaska,3,3.6,1,2.6,0,0,0,0,0,0,0,0,9,2.3
2016,Arizona,7,3.2,6,3.1,30,12.6,46,2.8,8,8.9,1,9.5,144,4.3
2016,Arkansas,0,0,1,2.6,35,9.4,7,4.5,4,11.6,0,0,47,2.5
2016,California,4,2.8,31,0.6,395,21,452,3.8,125,17,2,1.7,756,5.8
2016,Colorado,1,3.3,0,0,11,6,27,3,4,4.9,0,0,84,2.6
2016,Connecticut,0,0,2,1.5,69,23,60,13.9,6,15.1,0,0,58,2.7
2016,Delaware,0,0,0,0,30,17.8,5,8,3,23,0,0,17,3.2
2016,District of Columbia,0,0,1,3.9,202,76.1,8,13.6,23,208.7,0,0,19,8.3
2016,Florida,2,4.3,5,1,1094,42,324,7.6,60,27.7,1,9.1,682,6.8
2016,Georgia,0,0,2,0.6,570,21.8,33,4.7,47,41.9,0,0,170,3.6
2016,Hawaii,0,0,6,1.3,1,4.3,1,1,5,2.4,7,6.4,19,6.7
2016,Idaho,0,0,0,0,1,11.1,1,0.7,0,0,0,0,10,0.9
2016,Illinois,0,0,1,0.2,272,18.2,66,4,50,39.9,0,0,135,2
2016,Indiana,0,0,2,1.6,62,12.5,12,3.7,7,10,0,0,114,2.5
2016,Iowa,0,0,0,0,4,4.8,2,1.5,0,0,0,0,27,1.2
2016,Kansas,1,5.2,1,1.4,10,7.4,8,3.3,1,2.2,0,0,28,1.5
2016,Kentucky,0,0,2,3.7,45,15.5,5,4.5,4,8.8,0,0,66,2.1
2016,Louisiana,1,4,1,1.5,301,24.9,9,5.1,5,12.4,0,0,102,4.3
2016,Maine,0,0,0,0,2,14,2,12.3,1,7,0,0,18,1.7
2016,Maryland,0,0,0,0,457,30.8,24,5.5,79,88.9,0,0,81,3
2016,Massachusetts,0,0,2,0.5,77,19.4,51,8.4,8,10.2,0,0,154,3.5
2016,Michigan,0,0,0,0,138,12.3,15,4.1,15,11,0,0,117,1.8
2016,Minnesota,0,0,0,0,20,8,3,1.4,2,2.8,0,0,50,1.3
2016,Mississippi,1,8.7,1,3.9,156,17.3,4,5.9,6,30.6,0,0,39,2.7
2016,Missouri,1,4.5,0,0,64,11.2,4,2.2,9,11.7,0,0,116,2.8
2016,Montana,0,0,0,0,0,0,0,0,1,5.8,0,0,12,1.6
2016,Nebraska,0,0,0,0,9,12.9,2,1.4,1,5,0,0,16,1.3
2016,Nevada,1,4.7,2,1,44,21.3,25,4,9,14.4,0,0,70,5.4
2016,New Hampshire,0,0,2,6.2,1,7,4,11.1,1,7.4,0,0,11,1
2016,New Jersey,0,0,1,0.1,313,32.6,153,11.1,69,80.3,0,0,118,2.7
2016,New Mexico,5,3.4,1,3.6,0,0,19,2.4,0,0,0,0,23,3.3
2016,New York,0,0,15,1,664,27.6,680,23,221,100,0,0,279,2.9
2016,North Carolina,5,5.3,2,0.8,331,18.3,27,4.1,18,15.7,0,0,136,2.4
2016,North Dakota,1,3.5,0,0,1,6.2,1,5.4,0,0,0,0,1,0.2
2016,Ohio,0,0,0,0,119,10.2,13,4.2,16,11.2,0,0,198,2.5
2016,Oklahoma,6,2.3,2,2.7,17,7.2,4,1.4,7,4.8,0,0,86,3.9
2016,Oregon,0,0,0,0,4,6.4,6,1.6,7,7.8,1,7.6,85,3.1
2016,Pennsylvania,0,0,1,0.3,304,27,81,12.1,35,28,0,0,181,2.1
2016,Rhode Island,0,0,0,0,8,15.7,8,6.6,1,7.1,0,0,21,3
2016,South Carolina,0,0,0,0,234,21.3,10,5.1,10,20.8,0,0,82,3
2016,South Dakota,3,5.8,1,9.8,1,8.2,0,0,0,0,0,0,6,1
2016,Tennessee,0,0,0,0,180,19.8,9,3.7,12,17.7,0,0,126,3
2016,Texas,0,0,6,0.5,515,19.1,346,4.2,85,33.7,0,0,403,4
2016,Utah,1,4.4,1,1.6,4,16.1,7,2.3,3,8.2,0,0,31,1.6
2016,Vermont,0,0,0,0,3,50.1,0,0,0,0,0,0,8,1.6
2016,Virginia,0,0,1,0.2,205,15.3,22,3.8,17,12.6,0,0,72,1.6
2016,Washington,3,3.9,0,0,17,7.5,15,2.3,16,8.3,1,2.5,125,2.8
2016,West Virginia,0,0,0,0,8,14.9,0,0,4,22.2,0,0,28,1.9
2016,Wisconsin,1,2.5,1,0.8,23,8.1,11,4,5,9,0,0,47,1.2
2016,Wyoming,0,0,0,0,1,18.8,1,2.4,0,0,0,0,3,0.7
2017,Alabama,0,0,0,0,148,13.9,5,3.4,17,36.2,0,0,74,2.7
2017,Alaska,0,0,0,0,0,0,1,2.6,1,3.1,0,0,6,1.6
2017,Arizona,8,3.6,0,0,19,7.7,50,3,6,6.4,0,0,114,3.3
2017,Arkansas,0,0,0,0,31,8.3,6,3.7,7,19.6,0,0,60,3.2
2017,California,5,3.6,28,0.6,325,17.2,506,4.2,123,16.4,0,0,721,5.5
2017,Colorado,2,6.5,0,0,13,7,34,3.7,7,8.2,0,0,77,2.3
2017,Connecticut,0,0,0,0,72,23.8,55,12.4,6,14.6,0,0,64,3
2017,Delaware,0,0,0,0,48,28,4,6.2,2,14.7,0,0,11,2.1
2017,District of Columbia,0,0,1,3.7,195,73.7,3,5,17,151.2,0,0,14,6
2017,Florida,0,0,5,1,1037,39.1,310,7,55,24.4,0,0,670,6.6
2017,Georgia,0,0,4,1.1,539,20.2,41,5.7,54,46.3,0,0,153,3.2
2017,Hawaii,0,0,8,1.7,1,4.3,0,0,8,3.9,7,6.3,12,4.3
2017,Idaho,0,0,0,0,0,0,1,0.6,2,8.7,0,0,16,1.4
2017,Illinois,0,0,3,0.5,286,19.2,47,2.8,34,26.3,0,0,124,1.8
2017,Indiana,0,0,0,0,58,11.6,9,2.7,10,13.7,0,0,113,2.5
2017,Iowa,0,0,1,1.5,10,11.5,3,2.2,3,9.9,0,0,26,1.1
2017,Kansas,0,0,0,0,11,8.1,6,2.4,1,2.1,0,0,29,1.5
2017,Kentucky,0,0,0,0,41,13.9,2,1.7,7,14.8,0,0,80,2.5
2017,Louisiana,1,4,1,1.5,268,22.1,7,3.9,9,21.7,0,0,113,4.8
2017,Maine,0,0,0,0,1,6.8,2,11.8,1,6.8,0,0,31,2.8
2017,Maryland,0,0,1,0.3,409,27.3,26,5.8,75,81.7,0,0,84,3.1
2017,Massachusetts,2,19.1,2,0.5,65,16,84,13.3,5,6.1,0,0,139,3.2
2017,Michigan,0,0,0,0,159,14.1,13,3.5,12,8.5,0,0,88,1.4
2017,Minnesota,1,2.2,0,0,27,10.3,7,3.3,5,6.7,0,0,52,1.4
2017,Mississippi,0,0,0,0,154,17,9,12.8,9,44,0,0,43,3
2017,Missouri,0,0,0,0,96,16.7,10,5.4,11,13.7,0,0,92,2.2
2017,Montana,1,2.1,0,0,0,0,3,10.1,2,11.2,0,0,7,0.9
2017,Nebraska,0,0,0,0,11,15.5,2,1.4,0,0,0,0,21,1.6
2017,Nevada,0,0,0,0,50,23.2,23,3.5,11,16.8,0,0,87,6.7
2017,New Hampshire,0,0,0,0,0,0,3,7.8,0,0,0,0,18,1.7
2017,New Jersey,0,0,2,0.3,322,33.5,138,9.8,61,69.1,0,0,114,2.6
2017,New Mexico,1,0.7,0,0,2,6.2,8,1,2,9,0,0,13,1.9
2017,New York,0,0,8,0.6,652,27.1,623,20.9,237,104.7,0,0,241,2.5
2017,North Carolina,5,5.2,1,0.4,335,18.3,18,2.6,31,25.7,0,0,150,2.7
2017,North Dakota,0,0,0,0,0,0,1,5.2,0,0,0,0,2,0.4
2017,Ohio,0,0,0,0,150,12.7,19,5.9,27,18.2,0,0,176,2.2
2017,Oklahoma,7,2.7,1,1.4,22,9.3,5,1.7,9,6,0,0,62,2.8
2017,Oregon,1,2.6,1,0.6,6,9.4,9,2.3,4,4.3,0,0,95,3.5
2017,Pennsylvania,0,0,4,1.1,290,25.6,96,13.8,35,27,0,0,205,2.4
2017,Rhode Island,0,0,1,3.2,7,13.6,6,4.8,1,6.8,0,0,16,2.3
2017,South Carolina,0,0,0,0,228,20.6,5,2.4,13,25.7,0,0,82,3
2017,South Dakota,3,5.7,0,0,1,7.4,0,0,0,0,0,0,4,0.7
2017,Tennessee,1,6.1,0,0,176,19.2,6,2.4,9,12.7,0,0,122,2.9
2017,Texas,0,0,4,0.3,549,19.9,358,4.2,85,32.3,0,0,403,3.9
2017,Utah,0,0,1,1.5,1,3.8,3,1,1,2.6,0,0,16,0.8
2017,Vermont,0,0,0,0,0,0,1,10.3,2,25.7,0,0,9,1.8
2017,Virginia,0,0,1,0.2,176,13,9,1.5,21,14.9,1,19.3,77,1.7
2017,Washington,1,1.3,5,0.9,23,9.9,19,2.8,14,7,0,0,112,2.5
2017,West Virginia,0,0,0,0,4,7.4,1,4.5,2,10.7,0,0,24,1.7
2017,Wisconsin,0,0,0,0,30,10.5,9,3.2,5,8.6,0,0,57,1.4
2017,Wyoming,0,0,1,20.7,0,0,0,0,2,30.6,0,0,3,0.7
