Indicator,Year,Full Name,FIPS,All Prev Cases,All Prev Rates,Population
HIV prevalence,2014,Darlington County SC,45031.0,98,172.7,56732
HIV prevalence,2013,Darlington County SC,45031.0,83,146.3,56739
HIV prevalence,2012,Darlington County SC,45031.0,79,139.3,56728
HIV prevalence,2011,Darlington County SC,45031.0,242,427.2,56653
HIV prevalence,2010,Darlington County SC,45031.0,54,95,56824
HIV prevalence,2009,Darlington County SC,45031.0,201,364.7,55115
HIV prevalence,2008,Darlington County SC,45031.0,202,365,55341
HIV prevalence,2017,Dauphin County PA,42043.0,413,178.7,231148
HIV prevalence,2016,Dauphin County PA,42043.0,254,110.5,229912
HIV prevalence,2015,Dauphin County PA,42043.0,842,367.4,229153
HIV prevalence,2014,Dauphin County PA,42043.0,843,369,228483
HIV prevalence,2013,Dauphin County PA,42043.0,865,379.7,227792
HIV prevalence,2012,Dauphin County PA,42043.0,842,371.7,226516
HIV prevalence,2011,Dauphin County PA,42043.0,842,373.1,225681
HIV prevalence,2010,Dauphin County PA,42043.0,796,354.3,224691
HIV prevalence,2009,Dauphin County PA,42043.0,842,388.2,216877
HIV prevalence,2008,Dauphin County PA,42043.0,823,380.6,216260
HIV prevalence,2017,Davidson County TN,47037.0,3507,605.5,579238
HIV prevalence,2016,Davidson County TN,47037.0,3486,604.8,576345
HIV prevalence,2015,Davidson County TN,47037.0,3475,609.9,569777
HIV prevalence,2014,Davidson County TN,47037.0,3559,635.4,560076
HIV prevalence,2013,Davidson County TN,47037.0,3552,644.1,551435
HIV prevalence,2012,Davidson County TN,47037.0,3005,554.1,542299
HIV prevalence,2011,Davidson County TN,47037.0,3241,610.3,531064
HIV prevalence,2010,Davidson County TN,47037.0,3460,659.6,524522
HIV prevalence,2009,Davidson County TN,47037.0,3470,656.8,528339
HIV prevalence,2008,Davidson County TN,47037.0,3357,642.3,522635
HIV prevalence,2017,Davidson County NC,37057.0,293,209.5,139871
HIV prevalence,2016,Davidson County NC,37057.0,272,195.9,138867
HIV prevalence,2015,Davidson County NC,37057.0,252,182.6,138030
HIV prevalence,2014,Davidson County NC,37057.0,244,177.4,137556
HIV prevalence,2013,Davidson County NC,37057.0,260,189.7,137057
HIV prevalence,2012,Davidson County NC,37057.0,258,189.2,136366
HIV prevalence,2011,Davidson County NC,37057.0,257,189.2,135846
HIV prevalence,2010,Davidson County NC,37057.0,269,198.7,135360
HIV prevalence,2009,Davidson County NC,37057.0,200,152.3,131359
HIV prevalence,2008,Davidson County NC,37057.0,198,151.4,130781
HIV prevalence,2017,Davie County NC,37059.0,31,85.6,36225
HIV prevalence,2016,Davie County NC,37059.0,30,83.9,35756
HIV prevalence,2015,Davie County NC,37059.0,26,73.2,35530
HIV prevalence,2014,Davie County NC,37059.0,22,62.7,35114
HIV prevalence,2013,Davie County NC,37059.0,26,74,35148
HIV prevalence,2012,Davie County NC,37059.0,30,86.1,34854
HIV prevalence,2011,Davie County NC,37059.0,27,77.7,34754
HIV prevalence,2010,Davie County NC,37059.0,22,63.8,34502
HIV prevalence,2009,Davie County NC,37059.0,25,72.5,34486
HIV prevalence,2008,Davie County NC,37059.0,26,76.2,34140
HIV prevalence,2017,Daviess County MO,29061.0,6,87.5,6854
HIV prevalence,2016,Daviess County MO,29061.0,14,207.9,6733
HIV prevalence,2015,Daviess County MO,29061.0,12,177.2,6772
HIV prevalence,2014,Daviess County MO,29061.0,7,103,6796
HIV prevalence,2013,Daviess County MO,29061.0,7,103.4,6771
HIV prevalence,2012,Daviess County MO,29061.0,6,89,6740
HIV prevalence,2011,Daviess County MO,29061.0,7,104.6,6691
HIV prevalence,2010,Daviess County MO,29061.0,,,
HIV prevalence,2009,Daviess County MO,29061.0,,,
HIV prevalence,2008,Daviess County MO,29061.0,,,
HIV prevalence,2017,Daviess County KY,21059.0,100,120.8,82760
HIV prevalence,2016,Daviess County KY,21059.0,97,118,82225
HIV prevalence,2015,Daviess County KY,21059.0,90,110,81846
HIV prevalence,2014,Daviess County KY,21059.0,86,106.1,81086
HIV prevalence,2013,Daviess County KY,21059.0,81,100.2,80845
HIV prevalence,2012,Daviess County KY,21059.0,76,94.5,80433
HIV prevalence,2011,Daviess County KY,21059.0,78,97.6,79932
HIV prevalence,2010,Daviess County KY,21059.0,75,94.3,79526
HIV prevalence,2009,Daviess County KY,21059.0,70,89.5,78194
HIV prevalence,2008,Daviess County KY,21059.0,66,84.9,77710
HIV prevalence,2017,Daviess County IN,18027.0,18,69.2,26018
HIV prevalence,2016,Daviess County IN,18027.0,16,61.8,25907
HIV prevalence,2015,Daviess County IN,18027.0,18,69.7,25833
HIV prevalence,2014,Daviess County IN,18027.0,19,73.9,25699
HIV prevalence,2013,Daviess County IN,18027.0,18,70.9,25399
HIV prevalence,2012,Daviess County IN,18027.0,14,55.5,25234
HIV prevalence,2011,Daviess County IN,18027.0,13,51.6,25172
HIV prevalence,2010,Daviess County IN,18027.0,14,56,25003
HIV prevalence,2009,Daviess County IN,18027.0,10,41.2,24285
HIV prevalence,2008,Daviess County IN,18027.0,9,37.3,24130
HIV prevalence,2017,Davis County UT,49011.0,180,68,264860
HIV prevalence,2016,Davis County UT,49011.0,181,69.8,259227
HIV prevalence,2015,Davis County UT,49011.0,180,71,253356
HIV prevalence,2014,Davis County UT,49011.0,172,69.4,248008
HIV prevalence,2013,Davis County UT,49011.0,166,68.6,241860
HIV prevalence,2012,Davis County UT,49011.0,154,65.2,236223
HIV prevalence,2011,Davis County UT,49011.0,145,62.4,232306
HIV prevalence,2010,Davis County UT,49011.0,135,59.1,228542
HIV prevalence,2009,Davis County UT,49011.0,124,55.2,224594
HIV prevalence,2008,Davis County UT,49011.0,111,50.3,220688
HIV prevalence,2017,Davis County IA,19051.0,,,
HIV prevalence,2016,Davis County IA,19051.0,,,
HIV prevalence,2015,Davis County IA,19051.0,0,0,6979
HIV prevalence,2014,Davis County IA,19051.0,,,
HIV prevalence,2013,Davis County IA,19051.0,,,
HIV prevalence,2012,Davis County IA,19051.0,,,
HIV prevalence,2011,Davis County IA,19051.0,,,
HIV prevalence,2010,Davis County IA,19051.0,,,
HIV prevalence,2009,Davis County IA,19051.0,0,0,6861
HIV prevalence,2008,Davis County IA,19051.0,0,0,6877
HIV prevalence,2017,Davison County SD,46035.0,8,48.4,16517
HIV prevalence,2016,Davison County SD,46035.0,8,48.1,16619
HIV prevalence,2015,Davison County SD,46035.0,5,30.2,16554
HIV prevalence,2014,Davison County SD,46035.0,5,30.1,16615
HIV prevalence,2013,Davison County SD,46035.0,,,
HIV prevalence,2012,Davison County SD,46035.0,,,
HIV prevalence,2011,Davison County SD,46035.0,,,
HIV prevalence,2010,Davison County SD,46035.0,,,
HIV prevalence,2009,Davison County SD,46035.0,,,
HIV prevalence,2008,Davison County SD,46035.0,,,
HIV prevalence,2017,Dawes County NE,31045.0,,,
HIV prevalence,2016,Dawes County NE,31045.0,0,0,7782
HIV prevalence,2015,Dawes County NE,31045.0,,,
HIV prevalence,2014,Dawes County NE,31045.0,,,
HIV prevalence,2013,Dawes County NE,31045.0,0,0,7883
HIV prevalence,2012,Dawes County NE,31045.0,0,0,7941
HIV prevalence,2011,Dawes County NE,31045.0,0,0,7977
HIV prevalence,2010,Dawes County NE,31045.0,0,0,7951
HIV prevalence,2009,Dawes County NE,31045.0,,,
HIV prevalence,2008,Dawes County NE,31045.0,,,
HIV prevalence,2017,Dawson County TX,48115.0,11,106.2,10358
HIV prevalence,2016,Dawson County TX,48115.0,10,95.2,10508
HIV prevalence,2015,Dawson County TX,48115.0,11,104.7,10509
HIV prevalence,2014,Dawson County TX,48115.0,8,73,10963
HIV prevalence,2013,Dawson County TX,48115.0,10,93.3,10717
HIV prevalence,2012,Dawson County TX,48115.0,10,89.5,11177
HIV prevalence,2011,Dawson County TX,48115.0,8,70.9,11277
HIV prevalence,2010,Dawson County TX,48115.0,6,53.1,11306
HIV prevalence,2009,Dawson County TX,48115.0,7,62.6,11184
HIV prevalence,2008,Dawson County TX,48115.0,7,62.1,11264
HIV prevalence,2017,Dawson County NE,31047.0,,,
HIV prevalence,2016,Dawson County NE,31047.0,,,
HIV prevalence,2015,Dawson County NE,31047.0,,,
HIV prevalence,2014,Dawson County NE,31047.0,5,26.1,19141
HIV prevalence,2013,Dawson County NE,31047.0,7,36.6,19152
HIV prevalence,2012,Dawson County NE,31047.0,17,89,19096
HIV prevalence,2011,Dawson County NE,31047.0,16,83.2,19234
HIV prevalence,2010,Dawson County NE,31047.0,16,83.1,19262
HIV prevalence,2009,Dawson County NE,31047.0,13,66.8,19456
HIV prevalence,2008,Dawson County NE,31047.0,13,67.4,19289
HIV prevalence,2017,Dawson County MT,30021.0,5,66.5,7521
HIV prevalence,2016,Dawson County MT,30021.0,5,64.6,7736
HIV prevalence,2015,Dawson County MT,30021.0,,,
HIV prevalence,2014,Dawson County MT,30021.0,,,
HIV prevalence,2013,Dawson County MT,30021.0,5,63.5,7869
HIV prevalence,2012,Dawson County MT,30021.0,,,
HIV prevalence,2011,Dawson County MT,30021.0,,,
HIV prevalence,2010,Dawson County MT,30021.0,,,
HIV prevalence,2009,Dawson County MT,30021.0,0,0,7295
HIV prevalence,2008,Dawson County MT,30021.0,0,0,7263
HIV prevalence,2017,Dawson County GA,13085.0,26,124.8,20827
HIV prevalence,2016,Dawson County GA,13085.0,22,109,20186
HIV prevalence,2015,Dawson County GA,13085.0,25,125.9,19862
HIV prevalence,2014,Dawson County GA,13085.0,23,117.7,19544
HIV prevalence,2013,Dawson County GA,13085.0,17,88.6,19183
HIV prevalence,2012,Dawson County GA,13085.0,19,100.1,18984
HIV prevalence,2011,Dawson County GA,13085.0,10,53.3,18769
HIV prevalence,2010,Dawson County GA,13085.0,8,42.8,18684
HIV prevalence,2009,Dawson County GA,13085.0,20,106.7,18748
HIV prevalence,2008,Dawson County GA,13085.0,19,103.4,18376
HIV prevalence,2017,Day County SD,46037.0,0,0,4628
HIV prevalence,2016,Day County SD,46037.0,,,
HIV prevalence,2015,Day County SD,46037.0,,,
HIV prevalence,2014,Day County SD,46037.0,,,
HIV prevalence,2013,Day County SD,46037.0,,,
HIV prevalence,2012,Day County SD,46037.0,,,
HIV prevalence,2011,Day County SD,46037.0,,,
HIV prevalence,2010,Day County SD,46037.0,,,
HIV prevalence,2009,Day County SD,46037.0,,,
HIV prevalence,2008,Day County SD,46037.0,,,
HIV prevalence,2017,De Baca County NM,35011.0,,,
HIV prevalence,2016,De Baca County NM,35011.0,,,
HIV prevalence,2015,De Baca County NM,35011.0,,,
HIV prevalence,2014,De Baca County NM,35011.0,0,0,1589
HIV prevalence,2013,De Baca County NM,35011.0,,,
HIV prevalence,2012,De Baca County NM,35011.0,,,
HIV prevalence,2011,De Baca County NM,35011.0,,,
HIV prevalence,2010,De Baca County NM,35011.0,,,
HIV prevalence,2009,De Baca County NM,35011.0,,,
HIV prevalence,2008,De Baca County NM,35011.0,,,
HIV prevalence,2017,De Soto Parish LA,22031.0,53,234.6,22596
HIV prevalence,2016,De Soto Parish LA,22031.0,56,249,22493
HIV prevalence,2015,De Soto Parish LA,22031.0,46,206,22335
HIV prevalence,2014,De Soto Parish LA,22031.0,49,219.5,22319
HIV prevalence,2013,De Soto Parish LA,22031.0,51,228.3,22338
HIV prevalence,2012,De Soto Parish LA,22031.0,45,202.1,22271
HIV prevalence,2011,De Soto Parish LA,22031.0,44,198.9,22126
HIV prevalence,2010,De Soto Parish LA,22031.0,39,177.4,21990
HIV prevalence,2009,De Soto Parish LA,22031.0,39,179.8,21692
HIV prevalence,2008,De Soto Parish LA,22031.0,40,184.1,21728
HIV prevalence,2017,De Witt County IL,17039.0,,,
HIV prevalence,2016,De Witt County IL,17039.0,,,
HIV prevalence,2015,De Witt County IL,17039.0,,,
HIV prevalence,2014,De Witt County IL,17039.0,,,
HIV prevalence,2013,De Witt County IL,17039.0,,,
HIV prevalence,2012,De Witt County IL,17039.0,,,
HIV prevalence,2011,De Witt County IL,17039.0,,,
HIV prevalence,2010,De Witt County IL,17039.0,,,
HIV prevalence,2009,De Witt County IL,17039.0,,,
HIV prevalence,2008,De Witt County IL,17039.0,,,
HIV prevalence,2017,Deaf Smith County TX,48117.0,12,82.7,14515
HIV prevalence,2016,Deaf Smith County TX,48117.0,13,89.7,14496
HIV prevalence,2015,Deaf Smith County TX,48117.0,12,82.9,14484
HIV prevalence,2014,Deaf Smith County TX,48117.0,11,75.1,14648
HIV prevalence,2013,Deaf Smith County TX,48117.0,12,81.8,14675
HIV prevalence,2012,Deaf Smith County TX,48117.0,10,67.6,14791
HIV prevalence,2011,Deaf Smith County TX,48117.0,9,60.6,14863
HIV prevalence,2010,Deaf Smith County TX,48117.0,11,74.2,14827
HIV prevalence,2009,Deaf Smith County TX,48117.0,10,71.9,13915
HIV prevalence,2008,Deaf Smith County TX,48117.0,9,64.3,13988
HIV prevalence,2017,Dearborn County IN,18029.0,14,33.4,41937
HIV prevalence,2016,Dearborn County IN,18029.0,16,38.3,41727
HIV prevalence,2015,Dearborn County IN,18029.0,15,36,41617
HIV prevalence,2014,Dearborn County IN,18029.0,14,33.8,41477
HIV prevalence,2013,Dearborn County IN,18029.0,15,36.1,41505
HIV prevalence,2012,Dearborn County IN,18029.0,15,36.3,41369
HIV prevalence,2011,Dearborn County IN,18029.0,15,36.3,41354
HIV prevalence,2010,Dearborn County IN,18029.0,16,38.8,41280
HIV prevalence,2009,Dearborn County IN,18029.0,15,36,41706
HIV prevalence,2008,Dearborn County IN,18029.0,14,33.9,41334
HIV prevalence,2017,Decatur County TN,47039.0,13,130,9998
HIV prevalence,2016,Decatur County TN,47039.0,10,100.7,9931
HIV prevalence,2015,Decatur County TN,47039.0,11,111.4,9874
HIV prevalence,2014,Decatur County TN,47039.0,13,130.5,9959
HIV prevalence,2013,Decatur County TN,47039.0,13,130.6,9950
HIV prevalence,2012,Decatur County TN,47039.0,10,101,9902
HIV prevalence,2011,Decatur County TN,47039.0,7,70.6,9911
HIV prevalence,2010,Decatur County TN,47039.0,13,130.8,9939
HIV prevalence,2009,Decatur County TN,47039.0,8,81.3,9837
HIV prevalence,2008,Decatur County TN,47039.0,8,81.5,9820
HIV prevalence,2017,Decatur County GA,13087.0,131,594.6,22032
HIV prevalence,2016,Decatur County GA,13087.0,141,639.8,22038
HIV prevalence,2015,Decatur County GA,13087.0,121,540.2,22399
HIV prevalence,2014,Decatur County GA,13087.0,119,530.3,22440
HIV prevalence,2013,Decatur County GA,13087.0,118,522.9,22568
HIV prevalence,2012,Decatur County GA,13087.0,106,469.8,22563
HIV prevalence,2011,Decatur County GA,13087.0,105,462.7,22691
HIV prevalence,2010,Decatur County GA,13087.0,46,201.8,22796
HIV prevalence,2009,Decatur County GA,13087.0,97,414.7,23388
HIV prevalence,2008,Decatur County GA,13087.0,89,381.8,23309
HIV prevalence,2017,Decatur County KS,20039.0,,,
HIV prevalence,2016,Decatur County KS,20039.0,,,
HIV prevalence,2015,Decatur County KS,20039.0,,,
HIV prevalence,2014,Decatur County KS,20039.0,,,
HIV prevalence,2013,Decatur County KS,20039.0,,,
HIV prevalence,2012,Decatur County KS,20039.0,,,
HIV prevalence,2011,Decatur County KS,20039.0,,,
HIV prevalence,2010,Decatur County KS,20039.0,,,
HIV prevalence,2009,Decatur County KS,20039.0,0,0,2498
HIV prevalence,2008,Decatur County KS,20039.0,0,0,2553
HIV prevalence,2017,Decatur County IA,19053.0,6,89.8,6678
HIV prevalence,2016,Decatur County IA,19053.0,5,73.8,6775
HIV prevalence,2015,Decatur County IA,19053.0,,,
HIV prevalence,2014,Decatur County IA,19053.0,5,72.3,6912
HIV prevalence,2013,Decatur County IA,19053.0,,,
HIV prevalence,2012,Decatur County IA,19053.0,6,86.3,6952
HIV prevalence,2011,Decatur County IA,19053.0,5,71.9,6954
HIV prevalence,2010,Decatur County IA,19053.0,6,84.9,7070
HIV prevalence,2009,Decatur County IA,19053.0,,,
HIV prevalence,2008,Decatur County IA,19053.0,,,
HIV prevalence,2017,Decatur County IN,18031.0,17,77.2,22029
HIV prevalence,2016,Decatur County IN,18031.0,14,63.8,21932
HIV prevalence,2015,Decatur County IN,18031.0,19,87.4,21751
HIV prevalence,2014,Decatur County IN,18031.0,15,68.9,21776
HIV prevalence,2013,Decatur County IN,18031.0,12,55.6,21563
HIV prevalence,2012,Decatur County IN,18031.0,14,65.3,21440
HIV prevalence,2011,Decatur County IN,18031.0,12,56.4,21262
HIV prevalence,2010,Decatur County IN,18031.0,10,47.3,21128
HIV prevalence,2009,Decatur County IN,18031.0,9,44.1,20404
HIV prevalence,2008,Decatur County IN,18031.0,8,39.2,20408
HIV prevalence,2017,Deer Lodge County MT,30023.0,,,
HIV prevalence,2016,Deer Lodge County MT,30023.0,,,
HIV prevalence,2015,Deer Lodge County MT,30023.0,,,
HIV prevalence,2014,Deer Lodge County MT,30023.0,,,
HIV prevalence,2013,Deer Lodge County MT,30023.0,8,97.5,8201
HIV prevalence,2012,Deer Lodge County MT,30023.0,,,
HIV prevalence,2011,Deer Lodge County MT,30023.0,,,
HIV prevalence,2010,Deer Lodge County MT,30023.0,6,73.9,8117
HIV prevalence,2009,Deer Lodge County MT,30023.0,,,
HIV prevalence,2008,Deer Lodge County MT,30023.0,,,
HIV prevalence,2017,Defiance County OH,39039.0,29,90.5,32052
HIV prevalence,2016,Defiance County OH,39039.0,28,87.5,32012
HIV prevalence,2015,Defiance County OH,39039.0,28,87.3,32087
HIV prevalence,2014,Defiance County OH,39039.0,25,77.6,32201
HIV prevalence,2013,Defiance County OH,39039.0,24,74.8,32081
HIV prevalence,2012,Defiance County OH,39039.0,25,77.8,32131
HIV prevalence,2011,Defiance County OH,39039.0,22,68.2,32242
HIV prevalence,2010,Defiance County OH,39039.0,18,55.8,32246
HIV prevalence,2009,Defiance County OH,39039.0,20,62.8,31864
HIV prevalence,2008,Defiance County OH,39039.0,19,59.5,31907
HIV prevalence,2017,Dekalb County TN,47041.0,34,203,16745
HIV prevalence,2016,Dekalb County TN,47041.0,36,219.6,16390
HIV prevalence,2015,Dekalb County TN,47041.0,34,209.2,16254
HIV prevalence,2014,Dekalb County TN,47041.0,35,216.7,16154
HIV prevalence,2013,Dekalb County TN,47041.0,30,186.6,16073
HIV prevalence,2012,Dekalb County TN,47041.0,30,189.3,15848
HIV prevalence,2011,Dekalb County TN,47041.0,20,127.3,15713
HIV prevalence,2010,Dekalb County TN,47041.0,18,115.3,15612
HIV prevalence,2009,Dekalb County TN,47041.0,27,172.1,15693
HIV prevalence,2008,Dekalb County TN,47041.0,27,172.1,15691
HIV prevalence,2017,Dekalb County MO,29063.0,11,99.6,11043
HIV prevalence,2016,Dekalb County MO,29063.0,14,127.1,11017
HIV prevalence,2015,Dekalb County MO,29063.0,13,117.9,11030
HIV prevalence,2014,Dekalb County MO,29063.0,17,153.8,11050
HIV prevalence,2013,Dekalb County MO,29063.0,5,44.8,11163
HIV prevalence,2012,Dekalb County MO,29063.0,,,
HIV prevalence,2011,Dekalb County MO,29063.0,7,62.4,11223
HIV prevalence,2010,Dekalb County MO,29063.0,11,97.6,11272
HIV prevalence,2009,Dekalb County MO,29063.0,44,417.4,10541
HIV prevalence,2008,Dekalb County MO,29063.0,42,396.3,10597
HIV prevalence,2017,Dekalb County GA,13089.0,8128,1307.2,621780
HIV prevalence,2016,Dekalb County GA,13089.0,7334,1189.3,616675
HIV prevalence,2015,Dekalb County GA,13089.0,7044,1164.1,605089
HIV prevalence,2014,Dekalb County GA,13089.0,6512,1090.5,597181
HIV prevalence,2013,Dekalb County GA,13089.0,7266,1229.9,590795
HIV prevalence,2012,Dekalb County GA,13089.0,5555,949.6,584962
HIV prevalence,2011,Dekalb County GA,13089.0,5235,910.4,575013
HIV prevalence,2010,Dekalb County GA,13089.0,4712,825.6,570754
HIV prevalence,2009,Dekalb County GA,13089.0,6226,1014.7,613574
HIV prevalence,2008,Dekalb County GA,13089.0,5794,954,607327
HIV prevalence,2017,Dekalb County AL,1049.0,54,91.3,59164
HIV prevalence,2016,Dekalb County AL,1049.0,50,85,58830
HIV prevalence,2015,Dekalb County AL,1049.0,45,76.6,58775
HIV prevalence,2014,Dekalb County AL,1049.0,43,73.5,58530
HIV prevalence,2013,Dekalb County AL,1049.0,39,66.9,58283
HIV prevalence,2012,Dekalb County AL,1049.0,40,68.9,58094
HIV prevalence,2011,Dekalb County AL,1049.0,38,65.4,58145
HIV prevalence,2010,Dekalb County AL,1049.0,38,65.7,57869
HIV prevalence,2009,Dekalb County AL,1049.0,43,76.1,56479
HIV prevalence,2008,Dekalb County AL,1049.0,43,76.7,56081
HIV prevalence,2017,Dekalb County IN,18033.0,20,56.3,35498
HIV prevalence,2016,Dekalb County IN,18033.0,18,51.1,35234
HIV prevalence,2015,Dekalb County IN,18033.0,16,45.5,35136
HIV prevalence,2014,Dekalb County IN,18033.0,12,34.2,35071
HIV prevalence,2013,Dekalb County IN,18033.0,11,31.5,34896
HIV prevalence,2012,Dekalb County IN,18033.0,13,37.5,34706
HIV prevalence,2011,Dekalb County IN,18033.0,17,49.1,34649
HIV prevalence,2010,Dekalb County IN,18033.0,18,52.3,34420
HIV prevalence,2009,Dekalb County IN,18033.0,20,58.1,34402
HIV prevalence,2008,Dekalb County IN,18033.0,21,61.4,34203
HIV prevalence,2017,Dekalb County IL,17037.0,81,91.8,88211
HIV prevalence,2016,Dekalb County IL,17037.0,69,78.5,87944
HIV prevalence,2015,Dekalb County IL,17037.0,61,69.4,87879
HIV prevalence,2014,Dekalb County IL,17037.0,55,62.4,88120
HIV prevalence,2013,Dekalb County IL,17037.0,59,67.3,87721
HIV prevalence,2012,Dekalb County IL,17037.0,55,62.7,87655
HIV prevalence,2011,Dekalb County IL,17037.0,45,51.4,87590
HIV prevalence,2010,Dekalb County IL,17037.0,43,48.8,88081
HIV prevalence,2009,Dekalb County IL,17037.0,59,65.4,90269
HIV prevalence,2008,Dekalb County IL,17037.0,53,59.2,89595
HIV prevalence,2017,Del Norte County CA,6015.0,27,116.5,23168
HIV prevalence,2016,Del Norte County CA,6015.0,27,116.3,23218
HIV prevalence,2015,Del Norte County CA,6015.0,22,95.2,23110
HIV prevalence,2014,Del Norte County CA,6015.0,19,82.6,23006
HIV prevalence,2013,Del Norte County CA,6015.0,19,80.6,23584
HIV prevalence,2012,Del Norte County CA,6015.0,21,87.8,23931
HIV prevalence,2011,Del Norte County CA,6015.0,22,91.1,24143
HIV prevalence,2010,Del Norte County CA,6015.0,23,94.8,24269
HIV prevalence,2009,Del Norte County CA,6015.0,33,133.4,24730
HIV prevalence,2008,Del Norte County CA,6015.0,32,130.5,24530
HIV prevalence,2017,Delaware County PA,42045.0,576,121.2,475195
HIV prevalence,2016,Delaware County PA,42045.0,383,80.7,474705
HIV prevalence,2015,Delaware County PA,42045.0,894,188.6,474088
HIV prevalence,2014,Delaware County PA,42045.0,986,208.2,473579
HIV prevalence,2013,Delaware County PA,42045.0,1197,253.5,472210
HIV prevalence,2012,Delaware County PA,42045.0,1193,253.4,470794
HIV prevalence,2011,Delaware County PA,42045.0,1164,248.1,469200
HIV prevalence,2010,Delaware County PA,42045.0,1129,241,468444
HIV prevalence,2009,Delaware County PA,42045.0,1294,276.5,468005
HIV prevalence,2008,Delaware County PA,42045.0,1224,262.6,466047
HIV prevalence,2017,Delaware County IA,19055.0,9,63.1,14266
HIV prevalence,2016,Delaware County IA,19055.0,,,
HIV prevalence,2015,Delaware County IA,19055.0,,,
HIV prevalence,2014,Delaware County IA,19055.0,,,
HIV prevalence,2013,Delaware County IA,19055.0,,,
HIV prevalence,2012,Delaware County IA,19055.0,,,
HIV prevalence,2011,Delaware County IA,19055.0,,,
HIV prevalence,2010,Delaware County IA,19055.0,5,34.1,14659
HIV prevalence,2009,Delaware County IA,19055.0,,,
HIV prevalence,2008,Delaware County IA,19055.0,,,
HIV prevalence,2017,Delaware County IN,18035.0,127,126.6,100298
HIV prevalence,2016,Delaware County IN,18035.0,123,122.4,100494
HIV prevalence,2015,Delaware County IN,18035.0,118,117.6,100330
HIV prevalence,2014,Delaware County IN,18035.0,103,102.2,100812
HIV prevalence,2013,Delaware County IN,18035.0,99,98.1,100966
HIV prevalence,2012,Delaware County IN,18035.0,94,93.1,100958
HIV prevalence,2011,Delaware County IN,18035.0,94,92.7,101433
HIV prevalence,2010,Delaware County IN,18035.0,91,90,101061
HIV prevalence,2009,Delaware County IN,18035.0,104,105.3,98794
HIV prevalence,2008,Delaware County IN,18035.0,104,105.5,98544
HIV prevalence,2017,Delaware County OK,40041.0,28,76.6,36571
HIV prevalence,2016,Delaware County OK,40041.0,28,77.9,35954
HIV prevalence,2015,Delaware County OK,40041.0,25,70,35708
HIV prevalence,2014,Delaware County OK,40041.0,20,56.2,35590
HIV prevalence,2013,Delaware County OK,40041.0,17,48,35451
HIV prevalence,2012,Delaware County OK,40041.0,20,56.4,35446
HIV prevalence,2011,Delaware County OK,40041.0,17,48.2,35293
HIV prevalence,2010,Delaware County OK,40041.0,12,34.2,35051
HIV prevalence,2009,Delaware County OK,40041.0,10,29.1,34383
HIV prevalence,2008,Delaware County OK,40041.0,10,29.2,34245
HIV prevalence,2017,Delaware County OH,39041.0,128,78.4,163270
HIV prevalence,2016,Delaware County OH,39041.0,135,84.5,159759
HIV prevalence,2015,Delaware County OH,39041.0,144,92.1,156280
HIV prevalence,2014,Delaware County OH,39041.0,139,91.2,152448
HIV prevalence,2013,Delaware County OH,39041.0,142,95.7,148422
HIV prevalence,2012,Delaware County OH,39041.0,136,94.3,144281
HIV prevalence,2011,Delaware County OH,39041.0,116,82,141427
HIV prevalence,2010,Delaware County OH,39041.0,119,86.2,137975
HIV prevalence,2009,Delaware County OH,39041.0,88,65.8,133745
HIV prevalence,2008,Delaware County OH,39041.0,78,59.7,130657
HIV prevalence,2017,Delaware County NY,36025.0,51,128.2,39795
HIV prevalence,2016,Delaware County NY,36025.0,54,134.9,40041
HIV prevalence,2015,Delaware County NY,36025.0,45,111.4,40380
HIV prevalence,2014,Delaware County NY,36025.0,51,125,40796
HIV prevalence,2013,Delaware County NY,36025.0,44,107.6,40875
HIV prevalence,2012,Delaware County NY,36025.0,43,104.5,41138
HIV prevalence,2011,Delaware County NY,36025.0,50,121,41317
HIV prevalence,2010,Delaware County NY,36025.0,37,89,41565
HIV prevalence,2009,Delaware County NY,36025.0,48,121.4,39552
HIV prevalence,2008,Delaware County NY,36025.0,49,122.8,39904
HIV prevalence,2017,Delta County TX,48119.0,8,182.1,4392
HIV prevalence,2016,Delta County TX,48119.0,7,163.1,4291
HIV prevalence,2015,Delta County TX,48119.0,,,
HIV prevalence,2014,Delta County TX,48119.0,5,115.4,4334
HIV prevalence,2013,Delta County TX,48119.0,6,138.9,4321
HIV prevalence,2012,Delta County TX,48119.0,10,227.4,4397
HIV prevalence,2011,Delta County TX,48119.0,5,115,4347
HIV prevalence,2010,Delta County TX,48119.0,,,
HIV prevalence,2009,Delta County TX,48119.0,,,
HIV prevalence,2008,Delta County TX,48119.0,,,
HIV prevalence,2017,Delta County CO,8029.0,16,60.9,26284
HIV prevalence,2016,Delta County CO,8029.0,14,53.7,26051
HIV prevalence,2015,Delta County CO,8029.0,15,58.6,25618
HIV prevalence,2014,Delta County CO,8029.0,13,50.8,25596
HIV prevalence,2013,Delta County CO,8029.0,13,50.4,25809
HIV prevalence,2012,Delta County CO,8029.0,13,50.2,25876
HIV prevalence,2011,Delta County CO,8029.0,14,54.3,25786
HIV prevalence,2010,Delta County CO,8029.0,10,38.3,26098
HIV prevalence,2009,Delta County CO,8029.0,8,30.3,26391
HIV prevalence,2008,Delta County CO,8029.0,7,26.9,26035
HIV prevalence,2017,Delta County MI,26041.0,19,61.5,30914
