Indicator,Year,Geography,FIPS,Cases,Rate per 100000,Population
HIV prevalence,2013,"Appling County, GA",13001,25,166.4,"15,021"
HIV prevalence,2012,"Appling County, GA",13001,32,212.5,"15,056"
HIV prevalence,2011,"Appling County, GA",13001,25,165.6,"15,098"
HIV prevalence,2010,"Appling County, GA",13001,23,154,"14,934"
HIV prevalence,2009,"Appling County, GA",13001,16,110.2,"14,521"
HIV prevalence,2008,"Appling County, GA",13001,16,109.6,"14,604"
HIV prevalence,2017,"Appomattox County, VA",51011,20,150.2,"13,316"
HIV prevalence,2016,"Appomattox County, VA",51011,24,181.9,"13,195"
HIV prevalence,2015,"Appomattox County, VA",51011,26,197.6,"13,161"
HIV prevalence,2014,"Appomattox County, VA",51011,29,222.6,"13,029"
HIV prevalence,2013,"Appomattox County, VA",51011,31,238.9,"12,974"
HIV prevalence,2012,"Appomattox County, VA",51011,27,209.4,"12,895"
HIV prevalence,2011,"Appomattox County, VA",51011,23,180.1,"12,768"
HIV prevalence,2010,"Appomattox County, VA",51011,17,133.4,"12,740"
HIV prevalence,2009,"Appomattox County, VA",51011,12,97.4,"12,317"
HIV prevalence,2008,"Appomattox County, VA",51011,12,98.2,"12,225"
HIV prevalence,2017,"Aransas County, TX",48007,34,154.3,"22,034"
HIV prevalence,2016,"Aransas County, TX",48007,32,146.9,"21,791"
HIV prevalence,2015,"Aransas County, TX",48007,31,144.6,"21,432"
HIV prevalence,2014,"Aransas County, TX",48007,23,108.2,"21,260"
HIV prevalence,2013,"Aransas County, TX",48007,24,115.9,"20,712"
HIV prevalence,2012,"Aransas County, TX",48007,20,98.3,"20,350"
HIV prevalence,2011,"Aransas County, TX",48007,17,84.4,"20,133"
HIV prevalence,2010,"Aransas County, TX",48007,19,94.7,"20,065"
HIV prevalence,2009,"Aransas County, TX",48007,17,80.1,"21,220"
HIV prevalence,2008,"Aransas County, TX",48007,17,80.9,"21,017"
HIV prevalence,2017,"Arapahoe County, CO",8005,"1,516",283.7,"534,290"
HIV prevalence,2016,"Arapahoe County, CO",8005,"1,492",282.7,"527,731"
HIV prevalence,2015,"Arapahoe County, CO",8005,"1,244",239.4,"519,538"
HIV prevalence,2014,"Arapahoe County, CO",8005,"1,179",231.7,"508,807"
HIV prevalence,2013,"Arapahoe County, CO",8005,"1,143",229.2,"498,776"
HIV prevalence,2012,"Arapahoe County, CO",8005,"1,105",226.4,"488,017"
HIV prevalence,2011,"Arapahoe County, CO",8005,"1,026",214.5,"478,340"
HIV prevalence,2010,"Arapahoe County, CO",8005,974,208.1,"468,044"
HIV prevalence,2009,"Arapahoe County, CO",8005,959,208.7,"459,458"
HIV prevalence,2008,"Arapahoe County, CO",8005,933,207.2,"450,335"
HIV prevalence,2017,"Archer County, TX",48009,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Archer County, TX",48009,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Archer County, TX",48009,0,0,"7,488"
HIV prevalence,2014,"Archer County, TX",48009,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Archer County, TX",48009,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Archer County, TX",48009,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Archer County, TX",48009,0,0,"7,475"
HIV prevalence,2010,"Archer County, TX",48009,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Archer County, TX",48009,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Archer County, TX",48009,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Archuleta County, CO",8007,9,77.8,"11,565"
HIV prevalence,2016,"Archuleta County, CO",8007,10,90,"11,116"
HIV prevalence,2015,"Archuleta County, CO",8007,10,93,"10,756"
HIV prevalence,2014,"Archuleta County, CO",8007,10,94.2,"10,620"
HIV prevalence,2013,"Archuleta County, CO",8007,10,94.6,"10,576"
HIV prevalence,2012,"Archuleta County, CO",8007,9,85.8,"10,491"
HIV prevalence,2011,"Archuleta County, CO",8007,7,67.5,"10,370"
HIV prevalence,2010,"Archuleta County, CO",8007,5,48.1,"10,399"
HIV prevalence,2009,"Archuleta County, CO",8007,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Archuleta County, CO",8007,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Arenac County, MI",26011,6,45.6,"13,156"
HIV prevalence,2016,"Arenac County, MI",26011,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Arenac County, MI",26011,5,37.4,"13,365"
HIV prevalence,2014,"Arenac County, MI",26011,5,37.3,"13,415"
HIV prevalence,2013,"Arenac County, MI",26011,6,44.5,"13,469"
HIV prevalence,2012,"Arenac County, MI",26011,7,52,"13,471"
HIV prevalence,2011,"Arenac County, MI",26011,8,58.9,"13,578"
HIV prevalence,2010,"Arenac County, MI",26011,6,43.7,"13,727"
HIV prevalence,2009,"Arenac County, MI",26011,5,36,"13,900"
HIV prevalence,2008,"Arenac County, MI",26011,5,35.3,"14,169"
HIV prevalence,2017,"Arkansas County, AR",5001,33,221.3,"14,914"
HIV prevalence,2016,"Arkansas County, AR",5001,35,231.1,"15,143"
HIV prevalence,2015,"Arkansas County, AR",5001,33,215.7,"15,300"
HIV prevalence,2014,"Arkansas County, AR",5001,31,200.8,"15,441"
HIV prevalence,2013,"Arkansas County, AR",5001,34,217.2,"15,657"
HIV prevalence,2012,"Arkansas County, AR",5001,28,177.3,"15,795"
HIV prevalence,2011,"Arkansas County, AR",5001,26,164.9,"15,764"
HIV prevalence,2010,"Arkansas County, AR",5001,24,151.2,"15,872"
HIV prevalence,2009,"Arkansas County, AR",5001,26,165.7,"15,689"
HIV prevalence,2008,"Arkansas County, AR",5001,22,138.9,"15,838"
HIV prevalence,2017,"Arlington County, VA",51013,876,432.1,"202,724"
HIV prevalence,2016,"Arlington County, VA",51013,879,439.4,"200,057"
HIV prevalence,2015,"Arlington County, VA",51013,865,436.8,"198,035"
HIV prevalence,2014,"Arlington County, VA",51013,758,386.5,"196,124"
HIV prevalence,2013,"Arlington County, VA",51013,863,441.4,"195,500"
HIV prevalence,2012,"Arlington County, VA",51013,847,438.7,"193,075"
HIV prevalence,2011,"Arlington County, VA",51013,846,448,"188,856"
HIV prevalence,2010,"Arlington County, VA",51013,965,525.9,"183,493"
HIV prevalence,2009,"Arlington County, VA",51013,"1,223",647.4,"188,896"
HIV prevalence,2008,"Arlington County, VA",51013,"1,198",654.5,"183,051"
HIV prevalence,2017,"Armstrong County, TX",48011,0,0,"1,572"
HIV prevalence,2016,"Armstrong County, TX",48011,0,0,"1,537"
HIV prevalence,2015,"Armstrong County, TX",48011,0,0,"1,592"
HIV prevalence,2014,"Armstrong County, TX",48011,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Armstrong County, TX",48011,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Armstrong County, TX",48011,0,0,"1,639"
HIV prevalence,2011,"Armstrong County, TX",48011,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Armstrong County, TX",48011,0,0,"1,623"
HIV prevalence,2009,"Armstrong County, TX",48011,0,0,"1,711"
HIV prevalence,2008,"Armstrong County, TX",48011,0,0,"1,716"
HIV prevalence,2017,"Armstrong County, PA",42005,14,24.6,"56,884"
HIV prevalence,2016,"Armstrong County, PA",42005,13,22.7,"57,248"
HIV prevalence,2015,"Armstrong County, PA",42005,32,55.5,"57,612"
HIV prevalence,2014,"Armstrong County, PA",42005,32,55,"58,134"
HIV prevalence,2013,"Armstrong County, PA",42005,32,54.8,"58,394"
HIV prevalence,2012,"Armstrong County, PA",42005,32,54.6,"58,585"
HIV prevalence,2011,"Armstrong County, PA",42005,27,45.8,"58,943"
HIV prevalence,2010,"Armstrong County, PA",42005,28,47.3,"59,170"
HIV prevalence,2009,"Armstrong County, PA",42005,30,51.4,"58,347"
HIV prevalence,2008,"Armstrong County, PA",42005,28,47.7,"58,721"
HIV prevalence,2017,"Aroostook County, ME",23003,37,62.8,"58,946"
HIV prevalence,2016,"Aroostook County, ME",23003,38,63.9,"59,437"
HIV prevalence,2015,"Aroostook County, ME",23003,35,58.4,"59,973"
HIV prevalence,2014,"Aroostook County, ME",23003,33,54.5,"60,558"
HIV prevalence,2013,"Aroostook County, ME",23003,27,44.3,"60,915"
HIV prevalence,2012,"Aroostook County, ME",23003,29,47.2,"61,438"
HIV prevalence,2011,"Aroostook County, ME",23003,30,48.5,"61,850"
HIV prevalence,2010,"Aroostook County, ME",23003,31,50,"61,997"
HIV prevalence,2009,"Aroostook County, ME",23003,26,42.1,"61,758"
HIV prevalence,2008,"Aroostook County, ME",23003,25,40.3,"61,995"
HIV prevalence,2017,"Arthur County, NE",31005,0,0,373
HIV prevalence,2016,"Arthur County, NE",31005,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Arthur County, NE",31005,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Arthur County, NE",31005,0,0,360
HIV prevalence,2013,"Arthur County, NE",31005,0,0,358
HIV prevalence,2012,"Arthur County, NE",31005,0,0,372
HIV prevalence,2011,"Arthur County, NE",31005,0,0,366
HIV prevalence,2010,"Arthur County, NE",31005,0,0,368
HIV prevalence,2009,"Arthur County, NE",31005,0,0,292
HIV prevalence,2008,"Arthur County, NE",31005,0,0,300
HIV prevalence,2017,"Ascension Parish, LA",22005,241,242.9,"99,230"
HIV prevalence,2016,"Ascension Parish, LA",22005,232,237.1,"97,843"
HIV prevalence,2015,"Ascension Parish, LA",22005,226,235.5,"95,954"
HIV prevalence,2014,"Ascension Parish, LA",22005,224,238,"94,111"
HIV prevalence,2013,"Ascension Parish, LA",22005,197,214.7,"91,739"
HIV prevalence,2012,"Ascension Parish, LA",22005,183,204.5,"89,469"
HIV prevalence,2011,"Ascension Parish, LA",22005,176,201.2,"87,458"
HIV prevalence,2010,"Ascension Parish, LA",22005,168,196.5,"85,515"
HIV prevalence,2009,"Ascension Parish, LA",22005,148,178.7,"82,819"
HIV prevalence,2008,"Ascension Parish, LA",22005,134,165.8,"80,838"
HIV prevalence,2017,"Ashe County, NC",37009,12,51.2,"23,460"
HIV prevalence,2016,"Ashe County, NC",37009,15,64.6,"23,231"
HIV prevalence,2015,"Ashe County, NC",37009,13,56,"23,198"
HIV prevalence,2014,"Ashe County, NC",37009,11,47.3,"23,271"
HIV prevalence,2013,"Ashe County, NC",37009,8,34.4,"23,260"
HIV prevalence,2012,"Ashe County, NC",37009,9,38.6,"23,325"
HIV prevalence,2011,"Ashe County, NC",37009,8,34.3,"23,295"
HIV prevalence,2010,"Ashe County, NC",37009,9,38.4,"23,431"
HIV prevalence,2009,"Ashe County, NC",37009,7,31.6,"22,138"
HIV prevalence,2008,"Ashe County, NC",37009,8,36.3,"22,039"
HIV prevalence,2017,"Ashland County, WI",55003,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Ashland County, WI",55003,8,60.8,"13,167"
HIV prevalence,2015,"Ashland County, WI",55003,8,60.2,"13,286"
HIV prevalence,2014,"Ashland County, WI",55003,9,67.1,"13,407"
HIV prevalence,2013,"Ashland County, WI",55003,10,74.7,"13,387"
HIV prevalence,2012,"Ashland County, WI",55003,8,60.3,"13,264"
HIV prevalence,2011,"Ashland County, WI",55003,8,59.7,"13,394"
HIV prevalence,2010,"Ashland County, WI",55003,8,59.3,"13,494"
HIV prevalence,2009,"Ashland County, WI",55003,6,44.3,"13,555"
HIV prevalence,2008,"Ashland County, WI",55003,6,44.2,"13,575"
HIV prevalence,2017,"Ashland County, OH",39005,15,33.2,"45,199"
HIV prevalence,2016,"Ashland County, OH",39005,17,37.8,"44,946"
HIV prevalence,2015,"Ashland County, OH",39005,19,42.5,"44,655"
HIV prevalence,2014,"Ashland County, OH",39005,17,38.3,"44,417"
HIV prevalence,2013,"Ashland County, OH",39005,18,40.5,"44,437"
HIV prevalence,2012,"Ashland County, OH",39005,15,33.7,"44,539"
HIV prevalence,2011,"Ashland County, OH",39005,12,27,"44,434"
HIV prevalence,2010,"Ashland County, OH",39005,22,49.5,"44,406"
HIV prevalence,2009,"Ashland County, OH",39005,14,30.6,"45,771"
HIV prevalence,2008,"Ashland County, OH",39005,13,28.5,"45,672"
HIV prevalence,2017,"Ashley County, AR",5003,14,82.7,"16,928"
HIV prevalence,2016,"Ashley County, AR",5003,18,105.3,"17,087"
HIV prevalence,2015,"Ashley County, AR",5003,17,98,"17,351"
HIV prevalence,2014,"Ashley County, AR",5003,15,85.8,"17,486"
HIV prevalence,2013,"Ashley County, AR",5003,19,107.1,"17,733"
HIV prevalence,2012,"Ashley County, AR",5003,19,106.4,"17,861"
HIV prevalence,2011,"Ashley County, AR",5003,16,89.1,"17,956"
HIV prevalence,2010,"Ashley County, AR",5003,16,88.4,"18,097"
HIV prevalence,2009,"Ashley County, AR",5003,17,93.8,"18,129"
HIV prevalence,2008,"Ashley County, AR",5003,15,81.9,"18,320"
HIV prevalence,2017,"Ashtabula County, OH",39007,106,128.5,"82,515"
HIV prevalence,2016,"Ashtabula County, OH",39007,98,118.4,"82,736"
HIV prevalence,2015,"Ashtabula County, OH",39007,107,129.1,"82,888"
HIV prevalence,2014,"Ashtabula County, OH",39007,94,112.8,"83,308"
HIV prevalence,2013,"Ashtabula County, OH",39007,91,108.6,"83,765"
HIV prevalence,2012,"Ashtabula County, OH",39007,100,119,"84,037"
HIV prevalence,2011,"Ashtabula County, OH",39007,89,105.4,"84,480"
HIV prevalence,2010,"Ashtabula County, OH",39007,92,108.7,"84,599"
HIV prevalence,2009,"Ashtabula County, OH",39007,51,60.6,"84,092"
HIV prevalence,2008,"Ashtabula County, OH",39007,49,58.2,"84,233"
HIV prevalence,2017,"Asotin County, WA",53003,19,98.5,"19,285"
HIV prevalence,2016,"Asotin County, WA",53003,18,94.7,"19,006"
HIV prevalence,2015,"Asotin County, WA",53003,17,90.1,"18,865"
HIV prevalence,2014,"Asotin County, WA",53003,17,90,"18,881"
HIV prevalence,2013,"Asotin County, WA",53003,19,101.4,"18,740"
HIV prevalence,2012,"Asotin County, WA",53003,16,86.1,"18,573"
HIV prevalence,2011,"Asotin County, WA",53003,15,80.7,"18,579"
HIV prevalence,2010,"Asotin County, WA",53003,13,70.8,"18,353"
HIV prevalence,2009,"Asotin County, WA",53003,12,66.5,"18,047"
HIV prevalence,2008,"Asotin County, WA",53003,10,55.4,"18,059"
HIV prevalence,2017,"Assumption Parish, LA",22007,34,178.1,"19,093"
HIV prevalence,2016,"Assumption Parish, LA",22007,28,145.9,"19,196"
HIV prevalence,2015,"Assumption Parish, LA",22007,30,155.6,"19,275"
HIV prevalence,2014,"Assumption Parish, LA",22007,26,134.2,"19,373"
HIV prevalence,2013,"Assumption Parish, LA",22007,23,118.2,"19,451"
HIV prevalence,2012,"Assumption Parish, LA",22007,24,124.3,"19,315"
HIV prevalence,2011,"Assumption Parish, LA",22007,25,129.4,"19,317"
HIV prevalence,2010,"Assumption Parish, LA",22007,22,113.4,"19,400"
HIV prevalence,2009,"Assumption Parish, LA",22007,17,88.6,"19,190"
HIV prevalence,2008,"Assumption Parish, LA",22007,16,83.1,"19,263"
HIV prevalence,2017,"Atascosa County, TX",48013,59,149.5,"39,463"
HIV prevalence,2016,"Atascosa County, TX",48013,50,128,"39,053"
HIV prevalence,2015,"Atascosa County, TX",48013,50,128.9,"38,777"
HIV prevalence,2014,"Atascosa County, TX",48013,43,112.4,"38,249"
HIV prevalence,2013,"Atascosa County, TX",48013,45,119.7,"37,592"
HIV prevalence,2012,"Atascosa County, TX",48013,51,137.5,"37,087"
HIV prevalence,2011,"Atascosa County, TX",48013,50,138.1,"36,210"
HIV prevalence,2010,"Atascosa County, TX",48013,39,109.1,"35,757"
HIV prevalence,2009,"Atascosa County, TX",48013,31,87.4,"35,480"
HIV prevalence,2008,"Atascosa County, TX",48013,28,80.2,"34,915"
HIV prevalence,2017,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Atchison County, MO",29005,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Atchison County, KS",20005,15,110.3,"13,595"
HIV prevalence,2016,"Atchison County, KS",20005,14,102.5,"13,665"
HIV prevalence,2015,"Atchison County, KS",20005,13,94.9,"13,700"
HIV prevalence,2014,"Atchison County, KS",20005,11,79.9,"13,776"
HIV prevalence,2013,"Atchison County, KS",20005,9,64.8,"13,879"
HIV prevalence,2012,"Atchison County, KS",20005,8,57.4,"13,935"
HIV prevalence,2011,"Atchison County, KS",20005,8,57.6,"13,878"
HIV prevalence,2010,"Atchison County, KS",20005,10,71.7,"13,943"
HIV prevalence,2009,"Atchison County, KS",20005,8,58.9,"13,571"
HIV prevalence,2008,"Atchison County, KS",20005,8,59.1,"13,526"
HIV prevalence,2017,"Athens County, OH",39009,49,81.9,"59,855"
HIV prevalence,2016,"Athens County, OH",39009,44,73.9,"59,579"
HIV prevalence,2015,"Athens County, OH",39009,45,76.3,"58,963"
HIV prevalence,2014,"Athens County, OH",39009,42,72.7,"57,810"
HIV prevalence,2013,"Athens County, OH",39009,40,69.4,"57,602"
HIV prevalence,2012,"Athens County, OH",39009,44,76.4,"57,597"
HIV prevalence,2011,"Athens County, OH",39009,44,76,"57,884"
HIV prevalence,2010,"Athens County, OH",39009,45,77.7,"57,943"
HIV prevalence,2009,"Athens County, OH",39009,32,57.5,"55,684"
HIV prevalence,2008,"Athens County, OH",39009,31,55.6,"55,754"
HIV prevalence,2017,"Atkinson County, GA",13003,12,181.5,"6,612"
HIV prevalence,2016,"Atkinson County, GA",13003,12,181,"6,630"
HIV prevalence,2015,"Atkinson County, GA",13003,13,194.4,"6,686"
HIV prevalence,2014,"Atkinson County, GA",13003,16,243.9,"6,560"
HIV prevalence,2013,"Atkinson County, GA",13003,16,243.4,"6,573"
HIV prevalence,2012,"Atkinson County, GA",13003,14,214.6,"6,524"
HIV prevalence,2011,"Atkinson County, GA",13003,14,213.2,"6,567"
HIV prevalence,2010,"Atkinson County, GA",13003,16,242.2,"6,606"
HIV prevalence,2009,"Atkinson County, GA",13003,16,252.8,"6,329"
HIV prevalence,2008,"Atkinson County, GA",13003,14,223.6,"6,260"
HIV prevalence,2017,"Atlantic County, NJ",34001,"1,185",524.3,"226,023"
HIV prevalence,2016,"Atlantic County, NJ",34001,"1,192",525.6,"226,800"
HIV prevalence,2015,"Atlantic County, NJ",34001,"1,235",540.2,"228,604"
HIV prevalence,2014,"Atlantic County, NJ",34001,"1,276",554.8,"230,006"
HIV prevalence,2013,"Atlantic County, NJ",34001,"1,278",552.9,"231,161"
HIV prevalence,2012,"Atlantic County, NJ",34001,"1,236",535.3,"230,914"
HIV prevalence,2011,"Atlantic County, NJ",34001,"1,109",480.9,"230,598"
HIV prevalence,2010,"Atlantic County, NJ",34001,983,426.8,"230,310"
HIV prevalence,2009,"Atlantic County, NJ",34001,"1,437",633.7,"226,774"
HIV prevalence,2008,"Atlantic County, NJ",34001,"1,426",631.6,"225,781"
HIV prevalence,2017,"Atoka County, OK",40005,6,51.8,"11,572"
HIV prevalence,2016,"Atoka County, OK",40005,9,77.5,"11,610"
HIV prevalence,2015,"Atoka County, OK",40005,7,60.3,"11,615"
HIV prevalence,2014,"Atoka County, OK",40005,7,59.9,"11,681"
HIV prevalence,2013,"Atoka County, OK",40005,11,94.5,"11,640"
HIV prevalence,2012,"Atoka County, OK",40005,11,93.9,"11,709"
HIV prevalence,2011,"Atoka County, OK",40005,16,135.6,"11,797"
HIV prevalence,2010,"Atoka County, OK",40005,10,84.6,"11,814"
HIV prevalence,2009,"Atoka County, OK",40005,6,49,"12,249"
HIV prevalence,2008,"Atoka County, OK",40005,6,48.9,"12,265"
HIV prevalence,2017,"Attala County, MS",28007,45,298.3,"15,086"
HIV prevalence,2016,"Attala County, MS",28007,32,211.7,"15,117"
HIV prevalence,2015,"Attala County, MS",28007,32,210,"15,241"
HIV prevalence,2014,"Attala County, MS",28007,43,280.4,"15,336"
HIV prevalence,2013,"Attala County, MS",28007,42,270.6,"15,522"
HIV prevalence,2012,"Attala County, MS",28007,37,238.5,"15,513"
HIV prevalence,2011,"Attala County, MS",28007,43,273.8,"15,704"
HIV prevalence,2010,"Attala County, MS",28007,38,240.2,"15,818"
HIV prevalence,2009,"Attala County, MS",28007,44,274.1,"16,054"
HIV prevalence,2008,"Attala County, MS",28007,37,230.7,"16,039"
HIV prevalence,2017,"Audrain County, MO",29007,25,116.2,"21,517"
HIV prevalence,2016,"Audrain County, MO",29007,28,129.4,"21,643"
HIV prevalence,2015,"Audrain County, MO",29007,28,129.2,"21,679"
HIV prevalence,2014,"Audrain County, MO",29007,29,134.8,"21,512"
HIV prevalence,2013,"Audrain County, MO",29007,33,154.6,"21,352"
HIV prevalence,2012,"Audrain County, MO",29007,41,192.9,"21,253"
HIV prevalence,2011,"Audrain County, MO",29007,41,193.8,"21,153"
HIV prevalence,2010,"Audrain County, MO",29007,33,157.1,"21,005"
HIV prevalence,2009,"Audrain County, MO",29007,27,129.7,"20,818"
HIV prevalence,2008,"Audrain County, MO",29007,28,133,"21,045"
HIV prevalence,2017,"Audubon County, IA",19009,7,147.5,"4,747"
HIV prevalence,2016,"Audubon County, IA",19009,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Audubon County, IA",19009,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Audubon County, IA",19009,7,141.2,"4,957"
HIV prevalence,2013,"Audubon County, IA",19009,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Audubon County, IA",19009,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Audubon County, IA",19009,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Audubon County, IA",19009,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Audubon County, IA",19009,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Audubon County, IA",19009,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Auglaize County, OH",39011,23,60.6,"37,967"
HIV prevalence,2016,"Auglaize County, OH",39011,21,55.3,"37,964"
HIV prevalence,2015,"Auglaize County, OH",39011,19,50.1,"37,922"
HIV prevalence,2014,"Auglaize County, OH",39011,16,42.2,"37,892"
HIV prevalence,2013,"Auglaize County, OH",39011,19,50.2,"37,829"
HIV prevalence,2012,"Auglaize County, OH",39011,18,47.7,"37,773"
HIV prevalence,2011,"Auglaize County, OH",39011,17,45.2,"37,625"
HIV prevalence,2010,"Auglaize County, OH",39011,17,45.1,"37,721"
HIV prevalence,2009,"Auglaize County, OH",39011,13,33.7,"38,602"
HIV prevalence,2008,"Auglaize County, OH",39011,14,36.3,"38,618"
HIV prevalence,2017,"Augusta County, VA",51015,73,112.1,"65,145"
HIV prevalence,2016,"Augusta County, VA",51015,61,94.3,"64,708"
HIV prevalence,2015,"Augusta County, VA",51015,62,96.6,"64,172"
HIV prevalence,2014,"Augusta County, VA",51015,53,83.3,"63,602"
HIV prevalence,2013,"Augusta County, VA",51015,50,78.8,"63,428"
HIV prevalence,2012,"Augusta County, VA",51015,50,79.3,"63,069"
HIV prevalence,2011,"Augusta County, VA",51015,66,104.8,"62,970"
HIV prevalence,2010,"Augusta County, VA",51015,62,98.9,"62,705"
HIV prevalence,2009,"Augusta County, VA",51015,58,95.1,"60,992"
HIV prevalence,2008,"Augusta County, VA",51015,54,88.9,"60,753"
HIV prevalence,2017,"Aurora County, SD",46003,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Aurora County, SD",46003,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Aurora County, SD",46003,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Aurora County, SD",46003,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Aurora County, SD",46003,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Aurora County, SD",46003,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Aurora County, SD",46003,0,0,"2,239"
HIV prevalence,2010,"Aurora County, SD",46003,0,0,"2,216"
HIV prevalence,2009,"Aurora County, SD",46003,0,0,"2,399"
HIV prevalence,2008,"Aurora County, SD",46003,0,0,"2,406"
HIV prevalence,2017,"Austin County, TX",48015,54,219,"24,656"
HIV prevalence,2016,"Austin County, TX",48015,53,216.2,"24,509"
HIV prevalence,2015,"Austin County, TX",48015,55,225.1,"24,431"
HIV prevalence,2014,"Austin County, TX",48015,53,220.2,"24,072"
HIV prevalence,2013,"Austin County, TX",48015,52,218.9,"23,754"
HIV prevalence,2012,"Austin County, TX",48015,46,194.5,"23,647"
HIV prevalence,2011,"Austin County, TX",48015,45,190.6,"23,613"
HIV prevalence,2010,"Austin County, TX",48015,45,192.3,"23,395"
HIV prevalence,2009,"Austin County, TX",48015,31,139.2,"22,271"
HIV prevalence,2008,"Austin County, TX",48015,29,131.2,"22,104"
HIV prevalence,2017,"Autauga County, AL",1001,108,233.3,"46,289"
HIV prevalence,2016,"Autauga County, AL",1001,100,217,"46,082"
HIV prevalence,2015,"Autauga County, AL",1001,102,223.6,"45,613"
HIV prevalence,2014,"Autauga County, AL",1001,89,195.4,"45,549"
HIV prevalence,2013,"Autauga County, AL",1001,84,185.5,"45,273"
HIV prevalence,2012,"Autauga County, AL",1001,82,181.6,"45,147"
HIV prevalence,2011,"Autauga County, AL",1001,70,155,"45,160"
HIV prevalence,2010,"Autauga County, AL",1001,67,150.1,"44,633"
HIV prevalence,2009,"Autauga County, AL",1001,79,193.3,"40,870"
HIV prevalence,2008,"Autauga County, AL",1001,75,185.3,"40,471"
HIV prevalence,2017,"Avery County, NC",37011,27,172.3,"15,669"
HIV prevalence,2016,"Avery County, NC",37011,22,141.4,"15,564"
HIV prevalence,2015,"Avery County, NC",37011,31,198.9,"15,585"
HIV prevalence,2014,"Avery County, NC",37011,18,114.7,"15,700"
HIV prevalence,2013,"Avery County, NC",37011,7,44.7,"15,646"
HIV prevalence,2012,"Avery County, NC",37011,7,44.9,"15,586"
HIV prevalence,2011,"Avery County, NC",37011,8,51,"15,671"
HIV prevalence,2010,"Avery County, NC",37011,8,51,"15,679"
HIV prevalence,2009,"Avery County, NC",37011,7,44.8,"15,637"
HIV prevalence,2008,"Avery County, NC",37011,5,32,"15,627"
HIV prevalence,2017,"Avoyelles Parish, LA",22009,164,485.1,"33,805"
HIV prevalence,2016,"Avoyelles Parish, LA",22009,168,494.8,"33,952"
HIV prevalence,2015,"Avoyelles Parish, LA",22009,147,432.6,"33,980"
HIV prevalence,2014,"Avoyelles Parish, LA",22009,172,505.6,"34,021"
HIV prevalence,2013,"Avoyelles Parish, LA",22009,164,480.5,"34,132"
HIV prevalence,2012,"Avoyelles Parish, LA",22009,121,352.8,"34,294"
HIV prevalence,2011,"Avoyelles Parish, LA",22009,121,350.5,"34,523"
HIV prevalence,2010,"Avoyelles Parish, LA",22009,130,374.3,"34,729"
HIV prevalence,2009,"Avoyelles Parish, LA",22009,132,381.2,"34,630"
HIV prevalence,2008,"Avoyelles Parish, LA",22009,129,371.6,"34,715"
HIV prevalence,2017,"Baca County, CO",8009,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Baca County, CO",8009,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Baca County, CO",8009,Data suppressed,Data suppressed,NA
