Year,Geography,Female,,Male,
2010,"Alleghany County, NC",0,0,0,0
2010,"Alleghany County, VA",0,0,0,0
2010,"Allegheny County, PA",12,2.2,118,23.6
2010,"Allen County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Allen County, KS",0,0,0,0
2010,"Allen County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Allen County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Allen Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Allendale County, SC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Alpena County, MI",0,0,0,0
2010,"Alpine County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Amador County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Amelia County, VA",0,0,0,0
2010,"Amherst County, VA",0,0,0,0
2010,"Amite County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Anchorage Municipality, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Anderson County, KS",0,0,0,0
2010,"Anderson County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Anderson County, SC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Anderson County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Anderson County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Andrew County, MO",0,0,0,0
2010,"Andrews County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Androscoggin County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Angelina County, TX",7,19.4,7,20.6
2010,"Anne Arundel County, MD",26,11.4,64,29
2010,"Anoka County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Anson County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Antelope County, NE",0,0,0,0
2010,"Antrim County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Apache County, AZ",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Appanoose County, IA",0,0,0,0
2010,"Appling County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Appomattox County, VA",0,0,0,0
2010,"Aransas County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Arapahoe County, CO",11,4.6,51,22.5
2010,"Archer County, TX",0,0,0,0
2010,"Archuleta County, CO",0,0,0,0
2010,"Arenac County, MI",0,0,0,0
2010,"Arkansas County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Arlington County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Armstrong County, PA",0,0,0,0
2010,"Armstrong County, TX",0,0,0,0
2010,"Aroostook County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Arthur County, NE",0,0,0,0
2010,"Ascension Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Ashe County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Ashland County, OH",0,0,0,0
2010,"Ashland County, WI",0,0,0,0
2010,"Ashley County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Ashtabula County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Asotin County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Assumption Parish, LA",0,0,0,0
2010,"Atascosa County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Atchison County, KS",0,0,0,0
2010,"Atchison County, MO",0,0,0,0
2010,"Athens County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Atkinson County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Atlantic County, NJ",7,5.8,31,28.1
2010,"Atoka County, OK",0,0,0,0
2010,"Attala County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Audrain County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Audubon County, IA",0,0,0,0
2010,"Auglaize County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Augusta County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Aurora County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Austin County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Autauga County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Avery County, NC",0,0,0,0
2010,"Avoyelles Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Baca County, CO",0,0,0,0
2010,"Bacon County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bailey County, TX",0,0,0,0
2010,"Baker County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Baker County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Baker County, OR",0,0,0,0
2010,"Baldwin County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Baldwin County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Ballard County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Baltimore City, MD",159,56.7,342,140.5
2010,"Baltimore County, MD",112,30.8,206,64.9
2010,"Bamberg County, SC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bandera County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Banks County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Banner County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bannock County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Baraga County, MI",0,0,0,0
2010,"Barber County, KS",0,0,0,0
2010,"Barbour County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barbour County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barnes County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barnstable County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barnwell County, SC",0,0,5,57.1
2010,"Barren County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barron County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barrow County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barry County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barry County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bartholomew County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barton County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Barton County, MO",0,0,0,0
2010,"Bartow County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bastrop County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bates County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bath County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bath County, VA",0,0,0,0
2010,"Baxter County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bay County, FL",8,11.1,16,22.7
2010,"Bay County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bayfield County, WI",0,0,0,0
2010,"Baylor County, TX",0,0,0,0
2010,"Beadle County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bear Lake County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Beaufort County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Beaufort County, SC",6,8.6,14,20.8
2010,"Beauregard Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Beaver County, OK",0,0,0,0
2010,"Beaver County, PA",0,0,10,14.3
2010,"Beaver County, UT",0,0,0,0
2010,"Beaverhead County, MT",0,0,0,0
2010,"Becker County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Beckham County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bedford County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bedford County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bedford County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bee County, TX",0,0,18,108.8
2010,"Belknap County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bell County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bell County, TX",15,12,36,29.8
2010,"Belmont County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Beltrami County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Ben Hill County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Benewah County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bennett County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bennington County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Benson County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bent County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Benton County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Benton County, IA",0,0,0,0
2010,"Benton County, IN",0,0,0,0
2010,"Benton County, MN",0,0,0,0
2010,"Benton County, MO",0,0,0,0
2010,"Benton County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Benton County, OR",0,0,5,13.3
2010,"Benton County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Benton County, WA",0,0,6,8.5
2010,"Benzie County, MI",0,0,0,0
2010,"Bergen County, NJ",12,3,39,10.7
2010,"Berkeley County, SC",6,8.1,20,27.5
2010,"Berkeley County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Berks County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Berkshire County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bernalillo County, NM",5,1.8,53,19.9
2010,"Berrien County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Berrien County, MI",0,0,5,7.9
2010,"Bertie County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bethel Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bexar County, TX",44,6.2,258,38.4
2010,"Bibb County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bibb County, GA",19,27.8,37,63.1
2010,"Bienville Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Big Horn County, MT",0,0,0,0
2010,"Big Horn County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Big Stone County, MN",0,0,0,0
2010,"Billings County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bingham County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Black Hawk County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Blackford County, IN",0,0,0,0
2010,"Bladen County, NC",0,0,6,42.8
2010,"Blaine County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Blaine County, MT",0,0,0,0
2010,"Blaine County, NE",0,0,0,0
2010,"Blaine County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Blair County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Blanco County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bland County, VA",0,0,0,0
2010,"Bleckley County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bledsoe County, TN",0,0,0,0
2010,"Blount County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Blount County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Blue Earth County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boise County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bolivar County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bollinger County, MO",0,0,0,0
2010,"Bon Homme County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bond County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bonner County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bonneville County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boone County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boone County, IA",0,0,0,0
2010,"Boone County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boone County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boone County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boone County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boone County, NE",0,0,0,0
2010,"Boone County, WV",0,0,0,0
2010,"Borden County, TX",0,0,0,0
2010,"Bosque County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bossier Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Botetourt County, VA",0,0,0,0
2010,"Bottineau County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boulder County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boundary County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bourbon County, KS",0,0,0,0
2010,"Bourbon County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bowie County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bowman County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Box Butte County, NE",0,0,0,0
2010,"Box Elder County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boyd County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Boyd County, NE",0,0,0,0
2010,"Boyle County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bracken County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bradford County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bradford County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bradley County, AR",0,0,0,0
2010,"Bradley County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Branch County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brantley County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Braxton County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brazoria County, TX",7,5.7,23,18.1
2010,"Brazos County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Breathitt County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Breckinridge County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bremer County, IA",0,0,0,0
2010,"Brevard County, FL",16,6.6,43,18.8
2010,"Brewster County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Briscoe County, TX",0,0,0,0
2010,"Bristol Bay Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bristol City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bristol County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bristol County, RI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Broadwater County, MT",0,0,0,0
2010,"Bronx County, NY",214,35.2,438,84.6
2010,"Brooke County, WV",0,0,0,0
2010,"Brookings County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brooks County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brooks County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Broome County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Broomfield County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Broward County, FL",185,24.1,598,84.4
2010,"Brown County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brown County, IN",0,0,0,0
2010,"Brown County, KS",0,0,0,0
2010,"Brown County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brown County, NE",0,0,0,0
2010,"Brown County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brown County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brown County, TX",0,0,0,0
2010,"Brown County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brule County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brunswick County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Brunswick County, VA",0,0,0,0
2010,"Bryan County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bryan County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Buchanan County, IA",0,0,0,0
2010,"Buchanan County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Buchanan County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Buckingham County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bucks County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Buena Vista City, VA",0,0,0,0
2010,"Buena Vista County, IA",0,0,0,0
2010,"Buffalo County, NE",0,0,0,0
2010,"Buffalo County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Buffalo County, WI",0,0,0,0
2010,"Bullitt County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bulloch County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bullock County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Buncombe County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Bureau County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Burke County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Burke County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Burke County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Burleigh County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Burleson County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Burlington County, NJ",9,4.7,25,13.6
2010,"Burnet County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Burnett County, WI",0,0,0,0
2010,"Burt County, NE",0,0,0,0
2010,"Butler County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butler County, IA",0,0,0,0
2010,"Butler County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butler County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butler County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butler County, NE",0,0,0,0
2010,"Butler County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butler County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butte County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butte County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butte County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Butts County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cabarrus County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cabell County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cache County, UT",0,0,0,0
2010,"Caddo County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Caddo Parish, LA",25,22.4,46,46.8
2010,"Calaveras County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calcasieu Parish, LA",8,9.8,30,39.4
2010,"Caldwell County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Caldwell County, MO",0,0,0,0
2010,"Caldwell County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Caldwell County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Caldwell Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Caledonia County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calhoun County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calhoun County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calhoun County, FL",0,0,6,87.7
2010,"Calhoun County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calhoun County, IA",0,0,0,0
2010,"Calhoun County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calhoun County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calhoun County, MS",0,0,0,0
2010,"Calhoun County, SC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calhoun County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calhoun County, WV",0,0,0,0
2010,"Callahan County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Callaway County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calloway County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calumet County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Calvert County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Camas County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cambria County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Camden County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Camden County, MO",0,0,0,0
2010,"Camden County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Camden County, NJ",20,9,47,23.2
2010,"Cameron County, PA",0,0,0,0
2010,"Cameron County, TX",9,5.5,46,31.4
2010,"Cameron Parish, LA",0,0,0,0
2010,"Camp County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Campbell County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Campbell County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Campbell County, TN",0,0,0,0
2010,"Campbell County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Campbell County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Canadian County, OK",0,0,6,13
2010,"Candler County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cannon County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Canyon County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cape Girardeau County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cape May County, NJ",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carbon County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carbon County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carbon County, UT",0,0,0,0
2010,"Carbon County, WY",0,0,0,0
2010,"Caribou County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carlisle County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carlton County, MN",0,0,0,0
2010,"Caroline County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Caroline County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carroll County, AR",0,0,0,0
2010,"Carroll County, GA",5,10.7,9,20.7
2010,"Carroll County, IA",0,0,0,0
2010,"Carroll County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carroll County, IN",0,0,0,0
2010,"Carroll County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carroll County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carroll County, MO",0,0,0,0
2010,"Carroll County, MS",0,0,0,0
2010,"Carroll County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carroll County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carroll County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carroll County, VA",0,0,0,0
2010,"Carson City, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carson County, TX",0,0,0,0
2010,"Carter County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carter County, MO",0,0,0,0
2010,"Carter County, MT",0,0,0,0
2010,"Carter County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carter County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carteret County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Carver County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cascade County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Casey County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cass County, IA",0,0,0,0
2010,"Cass County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cass County, IN",0,0,0,0
2010,"Cass County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cass County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cass County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cass County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cass County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cass County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cassia County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Castro County, TX",0,0,0,0
2010,"Caswell County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Catahoula Parish, LA",0,0,0,0
2010,"Catawba County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Catoosa County, GA",0,0,5,19.9
2010,"Catron County, NM",0,0,0,0
2010,"Cattaraugus County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cavalier County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cayuga County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cecil County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cedar County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cedar County, MO",0,0,0,0
2010,"Cedar County, NE",0,0,0,0
2010,"Centre County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Cerro Gordo County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Chaffee County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Chambers County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Chambers County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Champaign County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Champaign County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Chariton County, MO",0,0,0,0
