Indicator,Year,Geography,FIPS,Cases,Rate per 100000,Population
HIV deaths,2009,Utah,49,32,1.5,"2,126,805"
HIV deaths,2008,Utah,49,42,2,"2,086,097"
HIV deaths,2017,Vermont,50,12,2.2,"542,961"
HIV deaths,2016,Vermont,50,11,2,"541,260"
HIV deaths,2015,Vermont,50,5,0.9,"541,601"
HIV deaths,2014,Vermont,50,3,0.6,"540,870"
HIV deaths,2013,Vermont,50,8,1.5,"540,922"
HIV deaths,2012,Vermont,50,6,1.1,"539,641"
HIV deaths,2011,Vermont,50,6,1.1,"539,325"
HIV deaths,2010,Vermont,50,15,2.8,"537,095"
HIV deaths,2009,Vermont,50,9,1.7,"535,123"
HIV deaths,2008,Vermont,50,6,1.1,"533,825"
HIV deaths,2017,Virginia,51,285,4,"7,121,557"
HIV deaths,2016,Virginia,51,317,4.5,"7,066,986"
HIV deaths,2015,Virginia,51,277,3.9,"7,020,016"
HIV deaths,2014,Virginia,51,308,4.4,"6,970,605"
HIV deaths,2013,Virginia,51,324,4.7,"6,909,745"
HIV deaths,2012,Virginia,51,329,4.8,"6,842,130"
HIV deaths,2011,Virginia,51,312,4.6,"6,763,179"
HIV deaths,2010,Virginia,51,316,4.7,"6,692,503"
HIV deaths,2009,Virginia,51,380,5.8,"6,543,736"
HIV deaths,2008,Virginia,51,360,5.6,"6,472,126"
HIV deaths,2017,Washington,53,174,2.8,"6,224,655"
HIV deaths,2016,Washington,53,177,2.9,"6,109,614"
HIV deaths,2015,Washington,53,148,2.5,"5,995,009"
HIV deaths,2014,Washington,53,174,3,"5,896,287"
HIV deaths,2013,Washington,53,165,2.8,"5,813,109"
HIV deaths,2012,Washington,53,151,2.6,"5,746,623"
HIV deaths,2011,Washington,53,168,3,"5,679,657"
HIV deaths,2010,Washington,53,155,2.8,"5,607,944"
HIV deaths,2009,Washington,53,193,3.5,"5,532,584"
HIV deaths,2008,Washington,53,173,3.2,"5,451,257"
HIV deaths,2017,West Virginia,54,31,2,"1,554,542"
HIV deaths,2016,West Virginia,54,40,2.6,"1,564,167"
HIV deaths,2015,West Virginia,54,30,1.9,"1,572,368"
HIV deaths,2014,West Virginia,54,38,2.4,"1,578,153"
HIV deaths,2013,West Virginia,54,41,2.6,"1,581,193"
HIV deaths,2012,West Virginia,54,38,2.4,"1,582,449"
HIV deaths,2011,West Virginia,54,37,2.3,"1,581,533"
HIV deaths,2010,West Virginia,54,27,1.7,"1,578,821"
HIV deaths,2009,West Virginia,54,36,2.3,"1,544,706"
HIV deaths,2008,West Virginia,54,45,2.9,"1,540,309"
HIV deaths,2017,Wisconsin,55,101,2.1,"4,881,522"
HIV deaths,2016,Wisconsin,55,88,1.8,"4,857,498"
HIV deaths,2015,Wisconsin,55,84,1.7,"4,840,448"
HIV deaths,2014,Wisconsin,55,90,1.9,"4,825,931"
HIV deaths,2013,Wisconsin,55,92,1.9,"4,804,606"
HIV deaths,2012,Wisconsin,55,86,1.8,"4,779,842"
HIV deaths,2011,Wisconsin,55,97,2,"4,758,800"
HIV deaths,2010,Wisconsin,55,92,1.9,"4,739,083"
HIV deaths,2009,Wisconsin,55,106,2.2,"4,722,053"
HIV deaths,2008,Wisconsin,55,82,1.7,"4,697,333"
HIV deaths,2017,Wyoming,56,6,1.3,"479,567"
HIV deaths,2016,Wyoming,56,5,1,"482,500"
HIV deaths,2015,Wyoming,56,4,0.8,"483,034"
HIV deaths,2014,Wyoming,56,5,1,"480,901"
HIV deaths,2013,Wyoming,56,6,1.2,"480,996"
HIV deaths,2012,Wyoming,56,2,0.4,"475,893"
HIV deaths,2011,Wyoming,56,6,1.3,"467,723"
HIV deaths,2010,Wyoming,56,8,1.7,"465,119"
HIV deaths,2009,Wyoming,56,4,0.9,"447,838"
HIV deaths,2008,Wyoming,56,4,0.9,"439,967"
