"Date Printed: Sunday, February 9, 2020 10:06:45 PM"
Title: HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 13-24 | 25-34 | 35-44 | 45-54 | 55+ | All transmission categories
Footnote(s): Prevalence: Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address.
Diagnosis: HIV data for the year 2018 are preliminary and based on 6 months reporting delay.
Death: Death data based on residence at death.
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2017","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","231",8.7,"2,668,291"
"HIV diagnoses","2017","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","367",25.9,"1,416,539"
"HIV diagnoses","2017","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","442",32.4,"1,364,570"
"HIV diagnoses","2017","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","927",63.9,"1,450,882"
"HIV diagnoses","2017","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","597",34.6,"1,727,351"
"HIV diagnoses","2016","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","230",8.9,"2,589,883"
"HIV diagnoses","2016","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","342",24.2,"1,414,883"
"HIV diagnoses","2016","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","398",29.2,"1,362,075"
"HIV diagnoses","2016","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","892",62.6,"1,425,858"
"HIV diagnoses","2016","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","633",36.7,"1,724,245"
"HIV diagnoses","2015","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","218",8.7,"2,508,705"
"HIV diagnoses","2015","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","395",28.1,"1,405,175"
"HIV diagnoses","2015","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","460",33.7,"1,365,577"
"HIV diagnoses","2015","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","887",63.5,"1,397,306"
"HIV diagnoses","2015","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","664",38.6,"1,720,775"
"HIV diagnoses","2014","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","230",9.5,"2,426,917"
"HIV diagnoses","2014","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","371",26.5,"1,397,805"
"HIV diagnoses","2014","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","446",32.6,"1,367,609"
"HIV diagnoses","2014","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","756",54.9,"1,378,251"
"HIV diagnoses","2014","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","577",33.6,"1,717,688"
"HIV diagnoses","2013","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","187",8,"2,348,750"
"HIV diagnoses","2013","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","429",30.7,"1,397,175"
"HIV diagnoses","2013","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","429",31.3,"1,372,479"
"HIV diagnoses","2013","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","709",52,"1,362,442"
"HIV diagnoses","2013","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","584",34.2,"1,707,049"
"HIV diagnoses","2012","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","226",9.9,"2,273,810"
"HIV diagnoses","2012","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","483",34.5,"1,400,092"
"HIV diagnoses","2012","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","540",39.2,"1,377,270"
"HIV diagnoses","2012","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","707",52.1,"1,356,871"
"HIV diagnoses","2012","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","662",39,"1,698,433"
"HIV diagnoses","2011","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","232",10.6,"2,193,793"
"HIV diagnoses","2011","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","461",32.9,"1,401,183"
"HIV diagnoses","2011","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","553",40,"1,382,911"
"HIV diagnoses","2011","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","725",53.8,"1,347,548"
"HIV diagnoses","2011","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","691",41.2,"1,677,722"
"HIV diagnoses","2010","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","229",10.8,"2,119,692"
"HIV diagnoses","2010","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","472",33.8,"1,394,914"
"HIV diagnoses","2010","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","593",42.5,"1,395,037"
"HIV diagnoses","2010","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","729",54.5,"1,337,682"
"HIV diagnoses","2010","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","630",37.8,"1,665,489"
"HIV diagnoses","2009","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","214",10.4,"2,048,777"
"HIV diagnoses","2009","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","534",38.5,"1,386,214"
"HIV diagnoses","2009","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","737",51.3,"1,437,752"
"HIV diagnoses","2009","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","790",56.7,"1,392,988"
"HIV diagnoses","2009","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","635",38,"1,671,450"
"HIV diagnoses","2008","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","248",12.5,"1,978,948"
"HIV diagnoses","2008","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","640",47,"1,361,128"
"HIV diagnoses","2008","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","834",57.4,"1,453,510"
"HIV diagnoses","2008","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","790",57.3,"1,379,059"
"HIV diagnoses","2008","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","646",39.1,"1,654,275"
"HIV diagnoses","2018","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","7",1.6,"441,694"
"HIV diagnoses","2018","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","5",2.9,"170,624"
"HIV diagnoses","2018","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","20",11.1,"180,510"
"HIV diagnoses","2018","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","25",12.3,"203,006"
"HIV diagnoses","2018","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","9",4.5,"200,496"
"HIV diagnoses","2017","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","11",2.5,"436,070"
"HIV diagnoses","2017","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","13",7.5,"174,202"
"HIV diagnoses","2017","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","11",6.2,"178,657"
"HIV diagnoses","2017","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","31",15.1,"205,747"
"HIV diagnoses","2017","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","12",5.9,"203,663"
"HIV diagnoses","2016","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","11",2.6,"430,152"
"HIV diagnoses","2016","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","6",3.4,"177,480"
"HIV diagnoses","2016","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","12",6.8,"177,400"
"HIV diagnoses","2016","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","35",16.8,"207,798"
"HIV diagnoses","2016","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","14",6.7,"207,472"
"HIV diagnoses","2015","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","11",2.6,"422,097"
"HIV diagnoses","2015","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","26",14.5,"179,434"
"HIV diagnoses","2015","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","23",13,"176,377"
"HIV diagnoses","2015","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","46",22.4,"205,571"
"HIV diagnoses","2015","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","13",6.2,"210,456"
"HIV diagnoses","2014","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","12",2.9,"413,256"
"HIV diagnoses","2014","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","12",6.6,"181,704"
"HIV diagnoses","2014","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","27",15.3,"175,958"
"HIV diagnoses","2014","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","35",17.2,"203,208"
"HIV diagnoses","2014","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","13",6.1,"213,070"
"HIV diagnoses","2013","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","11",2.7,"404,018"
"HIV diagnoses","2013","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","22",11.9,"184,316"
"HIV diagnoses","2013","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","21",11.9,"176,205"
"HIV diagnoses","2013","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","29",14.4,"201,284"
"HIV diagnoses","2013","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","12",5.6,"214,844"
"HIV diagnoses","2012","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","9",2.3,"394,187"
"HIV diagnoses","2012","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","23",12.3,"187,373"
"HIV diagnoses","2012","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","17",9.7,"175,790"
"HIV diagnoses","2012","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","26",13.2,"196,689"
"HIV diagnoses","2012","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","7",3.3,"214,885"
"HIV diagnoses","2011","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","11",2.9,"383,806"
"HIV diagnoses","2011","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","22",11.5,"190,588"
"HIV diagnoses","2011","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","22",12.6,"174,958"
"HIV diagnoses","2011","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","21",11,"191,535"
"HIV diagnoses","2011","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","5",2.3,"215,021"
"HIV diagnoses","2010","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","10",2.7,"373,172"
"HIV diagnoses","2010","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","30",15.5,"193,193"
"HIV diagnoses","2010","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","21",11.9,"175,984"
"HIV diagnoses","2010","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","26",13.9,"186,499"
"HIV diagnoses","2010","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","15",7,"215,239"
"HIV diagnoses","2009","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","10",2.9,"343,475"
"HIV diagnoses","2009","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","20",11.3,"176,464"
"HIV diagnoses","2009","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","19",11.3,"168,783"
"HIV diagnoses","2009","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","24",12.5,"191,254"
"HIV diagnoses","2009","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","14",6.9,"203,056"
"HIV diagnoses","2008","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","8",2.4,"336,251"
"HIV diagnoses","2008","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","20",11.2,"178,209"
"HIV diagnoses","2008","Hawaii","15","35-44","All races/ethnicities","Both sexes","All transmission categories","18",10.5,"171,296"
"HIV diagnoses","2008","Hawaii","15","25-34","All races/ethnicities","Both sexes","All transmission categories","25",13.4,"186,958"
"HIV diagnoses","2008","Hawaii","15","13-24","All races/ethnicities","Both sexes","All transmission categories","12",5.9,"205,071"
"HIV diagnoses","2018","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","7",1.4,"493,132"
"HIV diagnoses","2018","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","7",3.5,"199,925"
"HIV diagnoses","2018","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","7",3.2,"220,029"
"HIV diagnoses","2018","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","10",4.3,"231,382"
"HIV diagnoses","2018","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","6",2.1,"291,613"
"HIV diagnoses","2017","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","5",1,"476,500"
"HIV diagnoses","2017","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","7",3.5,"199,390"
"HIV diagnoses","2017","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","8",3.8,"212,902"
"HIV diagnoses","2017","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","18",7.9,"226,594"
"HIV diagnoses","2017","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","8",2.8,"286,848"
"HIV diagnoses","2016","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","7",1.5,"459,776"
"HIV diagnoses","2016","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","5",2.5,"198,708"
"HIV diagnoses","2016","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","9",4.3,"207,027"
"HIV diagnoses","2016","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","15",6.8,"221,164"
"HIV diagnoses","2016","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","9",3.2,"282,432"
"HIV diagnoses","2015","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","5",1.1,"443,996"
"HIV diagnoses","2015","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","8",4,"198,305"
"HIV diagnoses","2015","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","3",1.5,"202,705"
"HIV diagnoses","2015","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","15",6.9,"216,570"
"HIV diagnoses","2015","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","9",3.2,"278,412"
"HIV diagnoses","2014","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","2",0.5,"430,210"
"HIV diagnoses","2014","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","3",1.5,"198,953"
"HIV diagnoses","2014","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","8",4,"199,638"
"HIV diagnoses","2014","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","7",3.3,"214,267"
"HIV diagnoses","2014","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","2",0.7,"277,809"
"HIV diagnoses","2013","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","1",0.2,"416,912"
"HIV diagnoses","2013","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","7",3.5,"200,170"
"HIV diagnoses","2013","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","6",3,"196,755"
"HIV diagnoses","2013","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","10",4.7,"212,083"
"HIV diagnoses","2013","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","3",1.1,"275,146"
"HIV diagnoses","2012","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","7",1.7,"403,690"
"HIV diagnoses","2012","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","7",3.5,"202,662"
"HIV diagnoses","2012","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","7",3.6,"194,207"
"HIV diagnoses","2012","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","9",4.3,"210,861"
"HIV diagnoses","2012","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","7",2.6,"272,545"
"HIV diagnoses","2011","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","2",0.5,"390,435"
"HIV diagnoses","2011","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","3",1.5,"206,024"
"HIV diagnoses","2011","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","12",6.2,"192,551"
"HIV diagnoses","2011","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","12",5.7,"210,713"
"HIV diagnoses","2011","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","6",2.2,"270,949"
"HIV diagnoses","2010","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","1",0.3,"378,046"
"HIV diagnoses","2010","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","12",5.8,"208,219"
"HIV diagnoses","2010","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","15",7.8,"191,693"
"HIV diagnoses","2010","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","10",4.8,"209,282"
"HIV diagnoses","2010","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","6",2.2,"269,650"
"HIV diagnoses","2009","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","3",0.8,"359,334"
"HIV diagnoses","2009","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","9",4.4,"205,561"
"HIV diagnoses","2009","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","14",7.4,"190,452"
"HIV diagnoses","2009","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","15",7.1,"209,877"
"HIV diagnoses","2009","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","7",2.6,"272,855"
"HIV diagnoses","2008","Idaho","16","55+","All races/ethnicities","Both sexes","All transmission categories","4",1.2,"347,451"
"HIV diagnoses","2008","Idaho","16","45-54","All races/ethnicities","Both sexes","All transmission categories","7",3.4,"205,513"
"HIV diagnoses","2008","Idaho","16","35-44","All races/ethnicities","Both sexes","All transmission categories","10",5.2,"191,410"
"HIV diagnoses","2008","Idaho","16","25-34","All races/ethnicities","Both sexes","All transmission categories","15",7.3,"206,234"
"HIV diagnoses","2008","Idaho","16","13-24","All races/ethnicities","Both sexes","All transmission categories","13",4.8,"272,933"
"HIV diagnoses","2018","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","110",3,"3,658,148"
"HIV diagnoses","2018","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","192",11.7,"1,639,850"
"HIV diagnoses","2018","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","245",14.9,"1,639,725"
"HIV diagnoses","2018","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","472",26.7,"1,769,781"
"HIV diagnoses","2018","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","333",16.6,"2,006,177"
"HIV diagnoses","2017","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","111",3.1,"3,606,990"
"HIV diagnoses","2017","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","189",11.3,"1,679,185"
"HIV diagnoses","2017","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","254",15.5,"1,637,678"
"HIV diagnoses","2017","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","450",25.3,"1,776,287"
"HIV diagnoses","2017","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","348",17.1,"2,031,075"
"HIV diagnoses","2016","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","133",3.7,"3,549,933"
"HIV diagnoses","2016","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","181",10.6,"1,710,879"
"HIV diagnoses","2016","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","267",16.2,"1,644,084"
"HIV diagnoses","2016","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","517",29,"1,781,277"
"HIV diagnoses","2016","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","385",18.7,"2,057,145"
"HIV diagnoses","2015","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","123",3.5,"3,485,409"
"HIV diagnoses","2015","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","193",11.1,"1,737,663"
"HIV diagnoses","2015","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","271",16.3,"1,661,088"
"HIV diagnoses","2015","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","528",29.6,"1,784,332"
"HIV diagnoses","2015","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","435",20.8,"2,087,936"
"HIV diagnoses","2014","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","118",3.5,"3,415,870"
"HIV diagnoses","2014","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","207",11.7,"1,764,606"
"HIV diagnoses","2014","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","278",16.6,"1,672,429"
"HIV diagnoses","2014","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","504",28.1,"1,793,156"
"HIV diagnoses","2014","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","426",20.2,"2,113,798"
"HIV diagnoses","2013","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","147",4.4,"3,341,550"
"HIV diagnoses","2013","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","224",12.5,"1,794,520"
"HIV diagnoses","2013","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","279",16.6,"1,683,736"
"HIV diagnoses","2013","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","484",27,"1,795,076"
"HIV diagnoses","2013","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","448",21,"2,129,239"
"HIV diagnoses","2012","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","155",4.8,"3,262,928"
"HIV diagnoses","2012","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","232",12.7,"1,823,781"
"HIV diagnoses","2012","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","332",19.6,"1,692,275"
"HIV diagnoses","2012","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","521",29.1,"1,789,366"
"HIV diagnoses","2012","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","407",19.1,"2,136,096"
"HIV diagnoses","2011","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","130",4.1,"3,181,116"
"HIV diagnoses","2011","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","295",15.9,"1,851,063"
"HIV diagnoses","2011","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","344",20.2,"1,703,578"
"HIV diagnoses","2011","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","452",25.3,"1,787,821"
"HIV diagnoses","2011","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","396",18.5,"2,144,481"
"HIV diagnoses","2010","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","127",4.1,"3,101,781"
"HIV diagnoses","2010","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","256",13.7,"1,868,503"
"HIV diagnoses","2010","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","381",22.1,"1,721,459"
"HIV diagnoses","2010","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","498",28,"1,778,698"
"HIV diagnoses","2010","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","395",18.3,"2,153,456"
"HIV diagnoses","2009","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","118",3.9,"3,010,995"
"HIV diagnoses","2009","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","305",16.2,"1,878,298"
"HIV diagnoses","2009","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","427",24.2,"1,761,893"
"HIV diagnoses","2009","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","462",25.9,"1,783,102"
"HIV diagnoses","2009","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","416",19,"2,191,716"
"HIV diagnoses","2008","Illinois","17","55+","All races/ethnicities","Both sexes","All transmission categories","140",4.8,"2,941,917"
"HIV diagnoses","2008","Illinois","17","45-54","All races/ethnicities","Both sexes","All transmission categories","327",17.5,"1,867,132"
"HIV diagnoses","2008","Illinois","17","35-44","All races/ethnicities","Both sexes","All transmission categories","430",24,"1,792,652"
"HIV diagnoses","2008","Illinois","17","25-34","All races/ethnicities","Both sexes","All transmission categories","508",28.7,"1,768,109"
"HIV diagnoses","2008","Illinois","17","13-24","All races/ethnicities","Both sexes","All transmission categories","401",18.3,"2,193,578"
"HIV diagnoses","2018","Indiana","18","55+","All races/ethnicities","Both sexes","All transmission categories","45",2.3,"1,928,307"
"HIV diagnoses","2018","Indiana","18","45-54","All races/ethnicities","Both sexes","All transmission categories","52",6.2,"839,824"
"HIV diagnoses","2018","Indiana","18","35-44","All races/ethnicities","Both sexes","All transmission categories","98",11.9,"822,202"
"HIV diagnoses","2018","Indiana","18","25-34","All races/ethnicities","Both sexes","All transmission categories","191",21.8,"877,438"
"HIV diagnoses","2018","Indiana","18","13-24","All races/ethnicities","Both sexes","All transmission categories","124",11.2,"1,106,345"
"HIV diagnoses","2017","Indiana","18","55+","All races/ethnicities","Both sexes","All transmission categories","48",2.5,"1,893,484"
"HIV diagnoses","2017","Indiana","18","45-54","All races/ethnicities","Both sexes","All transmission categories","74",8.7,"853,522"
"HIV diagnoses","2017","Indiana","18","35-44","All races/ethnicities","Both sexes","All transmission categories","94",11.5,"816,246"
"HIV diagnoses","2017","Indiana","18","25-34","All races/ethnicities","Both sexes","All transmission categories","177",20.4,"868,020"
"HIV diagnoses","2017","Indiana","18","13-24","All races/ethnicities","Both sexes","All transmission categories","123",11.1,"1,108,731"
"HIV diagnoses","2016","Indiana","18","55+","All races/ethnicities","Both sexes","All transmission categories","46",2.5,"1,857,848"
"HIV diagnoses","2016","Indiana","18","45-54","All races/ethnicities","Both sexes","All transmission categories","69",8,"865,501"
