CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"18.41319500,-66.16865100",SUPER FARMACIA LA ECONOMIA,AVE GILBERTO CONCEPCION DE GARCIA BLOQUE 28 20 URB SIERRA BAYAMON,BAYAMON,PR,961,787-786-9610,not participating,measle_white,Pharmacy
"18.34798400,-66.14251200",FARMACIA VALLEMAR,Z1 AVE CARLOS J ANDALUZ URB. LOMAS VERDES,BAYAMON,PR,956,787-785-2458,open,small_green,Pharmacy
"18.37299500,-66.17977500",WALGREENS,1000 CARR. 167 SUITE 2,BAYAMON,PR,959,787-787-9033,open,small_green,Pharmacy
"18.36664500,-66.18390700",WALGREENS #289,350 CARR 830,BAYAMON,PR,957,787-279-8202,open,small_green,Pharmacy
"18.38705800,-66.15904400",Farmacia Cristina- Los Filtros,AVE CASA LINDA 1 CARR.177 KM 2. 0 LOS FILTROS SUITE 101,BAYAMON,PR,959,787-272-4998,open,small_green,Pharmacy
"18.32670200,-66.17417600",FARMACIA PLAZA 12,AVE IRLANDA DJ-8 10MA SECCION SANTA JUANITA,BAYAMON,PR,956,787-620-9612,open,small_green,Pharmacy
"18.32670200,-66.17417600",FARMACIA SANTA OLAYA,CARRETERA 829 KM 6. 7 BO SANTA OLAYA,BAYAMON,PR,956,787-797-4966,not participating,measle_white,Pharmacy
"18.36518900,-66.17117200",FARMACIA TANON,IL-26 AVE NOGAL ROYAL PALM,BAYAMON,PR,956,787-779-6173,unknown,small_yellow,Pharmacy
"18.38705800,-66.15904400",WALGREENS #936,100 BOULEVARD AVE RTE 17,SANTA ROSA BAYAMON,PR,959,787-740-1704,open,small_green,Pharmacy
"18.41319500,-66.16865100",COSTCO PHARMACY,2399 ROUTE 2,BAYAMON,PR,961,787-474-6929,open,small_green,Pharmacy
"18.38705800,-66.15904400",COSTCO PHARMACY #363,CARR 177 ESQ CALLE 24,BAYAMON,PR,959,787-993-9310,open,small_green,Pharmacy
"18.41319500,-66.16865100",SAMS PHARMACY 10-6680,Plaza Del Parque 1500 Suite 120 Ave. Comerio,BAYAMON,PR,961,787-740-0660,open,small_green,Pharmacy
"18.41319500,-66.16865100",WALMART PHARMACY 10-2501,725 Ave West Main Centro Comercial Plaza Del Sol,BAYAMON,PR,9614470,787-740-0730,open,small_green,Pharmacy
"18.38578900,-66.14505100",FARMACIA MONTE VERDE,CARR 174 KM 10.2 LA MORENITA Bo Guaraguao,BAYAMON,PR,956,787-780-7383,open,small_green,Pharmacy
"18.36922300,-66.16580700",Farmacia San Lazaro,AVE SANTA JUANITA WP 2,BAYAMON,PR,956,787-251-5930,open,small_green,Pharmacy
"18.35428000,-66.15841800",WALGREENS #12653,AVE HOSTOS ESQ CARR 831,BAYAMON,PR,956,787-778-4962,open,small_green,Pharmacy
"18.38187000,-66.18563900",WALGREENS #11230,"CARR. 861, BO. PAJAROS",BAYAMON,PR,957,787-966-7447,open,small_green,Pharmacy
"18.38876100,-66.18596000",Farmacia Cristina-Flamingo,Calle BB Local C-11 Centro Commerical Santa Elena,Bayamon,PR,957,787-780-3005,not participating,measle_white,Pharmacy
"18.38705800,-66.15904400",Farmacia Caney,J-23 AVE. BETANCES URB HERMANAS DAVILA,BAYAMON,PR,959,787-778-5313,open,small_green,Pharmacy
"18.41319500,-66.16865100",CVS Pharmacy #04594,Carr PR -2 Int Calle Morales Barrio Hato Tejas,Bayamon,PR,961,787-740-2850,open,small_green,Pharmacy
"18.37323700,-66.17995300",CVS Pharmacy #04596,Carr. PR 167 Int. PR 829,Bayamon,PR,957,787-730-3580,open,small_green,Pharmacy
"18.38500900,-66.17354200","SANTA CRUZ PHARMA CARE, LLC","73 Calle Santa Cruz SANTA CRUZ MEDICAL BUILDING, 101",Bayamon,PR,9616910,787-798-4646,open,small_green,Pharmacy
"18.35052300,-66.15800000",CVS Pharmacy #05219,Calle Marginal # 600 Urb Flamboyan Gardens,Bayamon,PR,956,787-785-0411,open,small_green,Pharmacy
"18.42630900,-66.16909500",Farmacia San Antonio,103 Calle Antonio Principe Urb Fronteras,Bayamon,PR,9613200,787-795-6000,not participating,measle_white,Pharmacy
"18.36664500,-66.18390700",Farmacia Caridad #6,Victory Shopping Center PR-167 km 2.6,Bayamon,PR,957,787-740-4000,open,small_green,Pharmacy
"18.36664500,-66.18390700",Farmacia Alborada,B2 Calle Castiglioni Urb Bayamon Gdns,Bayamon,PR,9572520,787-799-7810,open,small_green,Pharmacy
"18.36664500,-66.18390700",CVS Pharmacy,1 Rexville Plz Ste 13,Bayamon,PR,9574156,787-797-2950,open,small_green,Pharmacy
"18.32670200,-66.17417600",FARMACIA PLAZA 18,Ave. Nelson Martinez Esq. Ave. Nogal Urb. Lomas Verdes,Bayamon,PR,956,787-620-9618,open,small_green,Pharmacy
"18.41319500,-66.16865100",Farmacia Asturias,"Ave. Ramon L. Rivera, Urb. Riverview Bloq ZA-6 Calle 36",Bayamon,PR,961,787-787-4606,open,small_green,Pharmacy
"18.36726100,-66.16946600",Farmacia Lomas Verdes Inc,1-A-6 Ave. Lomas Verdes Royal Palm,Bayamon,PR,956,787-787-2275,not participating,measle_white,Pharmacy
"18.36664500,-66.18390700",Farmacias Savia #3,Int 199 and 167 Rexville Town Center Local 30,Bayamon,PR,957,787-805-3505,open,small_green,Pharmacy
"18.08727400,-67.14549800",FARMACIA ENCARNACION,45 CALLE MUNOZ RIVERA,CABO ROJO,PR,6234041,787-851-1250,not participating,measle_white,Pharmacy
"18.08904500,-67.14675700",FARMACIA IRIZARRY LLC,CALLE BARBOSA 38,CABO ROJO,PR,623,787-851-1270,open,small_green,Pharmacy
"18.06220100,-67.14954100",FARMACIA TU FAVORITA,MUNOZ RIVERA 59,CABO ROJO,PR,623,787-851-1260,open,small_green,Pharmacy
"17.99853100,-67.18731800",FARMACIA CALDAS,CARR 101 KM 18 1,BOQUERON,PR,622,787-851-2079,open,small_green,Pharmacy
"18.08834600,-67.14707400",Farmacia Yary Am,CALLE SALVADOR BRAU # 44,CABO ROJO,PR,623,787-851-1275,not participating,measle_white,Pharmacy
"17.99853100,-67.18731800",FARMACIA CUQUIMAR INC,STREET 101 KM 16 2,BOQUERON,PR,622,787-255-6551,open,small_green,Pharmacy
"18.08653600,-67.12275900",Farmacia Belmonte #3,Carr. 102 Centro Profesional Borinquen Urb. Borinquen,Cabo Rojo,PR,623,787-851-1500,not participating,measle_white,Pharmacy
"17.97900600,-67.20742700",FARMACIA EL COMBATE INC,CARR 3301 KM 2.0 Sector EL COMBATE,BOQUERON,PR,622,787-851-8123,not participating,measle_white,Pharmacy
"18.06220100,-67.14954100",Farmacia One Stop Prescription,CARR 100 KM 7 1 CABO ROJO SHOPPING CTR,CABO ROJO,PR,623,787-255-3636,not participating,measle_white,Pharmacy
"18.09578600,-67.14964800",Pharma100 Express,Carr. 311 Km. 3.2 Interseccin 100,Cabo Rojo,PR,623,787-851-2615,not participating,measle_white,Pharmacy
"17.99853100,-67.18731800",Ed's Pharmacy,rd 307 km 4.8,boqueron,PR,622,787-255-0485,open,small_green,Pharmacy
"18.08321400,-67.15046300",Walgreens,"CARR. 308, KM. 0.7 INTERSECCION 100 BO Pedernales",Cabo Rojo,PR,6234877,787-851-3363,open,small_green,Pharmacy
"18.06220100,-67.14954100",Farmacia La 100,Carr 100 km 5.8 Bo. Miradero,Cabo Rojo,PR,623,939-910-7910,not participating,measle_white,Pharmacy
"18.06220100,-67.14954100",Pharmamax Cabo Rojo,Carr 100 Km. 6.6 Bo. Miradero,Cabo Rojo,PR,623,787-808-5040,open,small_green,Pharmacy
"18.21881900,-66.04237500",WALGREENS,INT.PR-1 Y PR-34 AVE. DEGETAU,CAGUAS,PR,725,787-704-6500,open,small_green,Pharmacy
"18.21881900,-66.04237500",FARMACIA BETANCES,83 BETANCES ST,CAGUAS,PR,7253514,787-743-2000,open,small_green,Pharmacy
"18.21296500,-66.05803300",FARMACIA JAYNI,CARR 189 KM 2 2,CAGUAS,PR,726,787-745-9567,open,small_green,Pharmacy
"18.22527700,-66.05699100",FARMACIA BAIROA,CALLE LA PINTA BF-15 AVE. BAIROA,BAIROA CAGUAS,PR,7251472,787-744-9164,open,small_green,Pharmacy
"18.21881900,-66.04237500",FARMACIA TURABO GARDENS,CENTRO COMERCIAL TURABO GARDNS,CAGUAS,PR,725,787-744-6690,not participating,measle_white,Pharmacy
"18.23369600,-66.03203600",FARMACIA RIMARI,CALLE RUIZ BELVIS 49 CENTRO URBANO,CAGUAS,PR,725,787-744-1441,open,small_green,Pharmacy
"18.21881900,-66.04237500",SU FARMACIA AMIGA INC.,Ave Las Americas BU-1 Res Bairoa,CAGUAS,PR,725,787-743-6434,open,small_green,Pharmacy
"18.21881900,-66.04237500",Farmacia Caridad,PLAZA DEL CARMEN MALL 2ND  NIVEL,CAGUAS,PR,725,787-743-1273,open,small_green,Pharmacy
"18.21881900,-66.04237500",FARMACIA RUIZ BELVIS DE CAGUAS,AVENIDA RAFAEL CORDERO  17,CAGUAS,PR,725,787-746-4919,open,small_green,Pharmacy
"18.21296500,-66.05803300",FARMACIA SAN ARCANGEL,APARTADO 863 MUNOX RIVERA NO 2,CAGUAS,PR,726,787-744-3400,open,small_green,Pharmacy
"18.21881900,-66.04237500",FARMACIA ARLEEN,CARR 172 ESQ ASTURIAS 3RA SECC VILLA DEL REY,CAGUAS,PR,725,787-746-5952,open,small_green,Pharmacy
"18.21881900,-66.04237500",WALGREENS #338,RT 30 CORDERO AVE,CAGUAS,PR,725,787-745-0290,open,small_green,Pharmacy
"18.21881900,-66.04237500",FARMACIA VILLA CARMEN,AVE LUIS MUNOZ MARIN Q48 URB VILLA CARMEN,CAGUAS,PR,725,787-743-3365,open,small_green,Pharmacy
"18.22527700,-66.05699100",FARMACIA VILLAS DE CASTRO INC.,CALLE 2 A18 VILLAS DE CASTRO,CAGUAS,PR,725,787-746-0962,open,small_green,Pharmacy
"18.24059800,-66.02746200",FARMACIA SANTA ANA,CALLE 32 A 1,CAGUAS,PR,725,787-746-7757,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",FARMACIA HIMA San Pablo-Caguas,Ave. Luis M Marin Hima Plaza 1 Suite 200,CAGUAS,PR,725,787-653-1773,open,small_green,Pharmacy
"18.21881900,-66.04237500",Farmacia Modelo,MUNOZ RIVERA 4,CAGUAS,PR,725,787-743-3975,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",KMART PHARMACY7419,"Carr. #30, Ave. Rafael Cordero",CAGUAS,PR,725,787-746-5212,open,small_green,Pharmacy
"18.22291500,-66.04043900",CAGUAS SUPER PHARMACY,AVE DEGETAU ESQ LAS PREDRAS VV1 BONNEVILLE,CAGUAS,PR,7267139,787-746-3814,open,small_green,Pharmacy
"18.22527700,-66.05699100",FARMACIA CAGUAS CENTRO,CALLE DR GOYCO 10,CAGUAS,PR,725,787-746-0776,open,small_green,Pharmacy
"18.23480000,-66.03342500",FARMACIA LA FE,24 Calle Acosta,CAGUAS,PR,725,787-743-2785,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",FARMACIA SANTA ANA INC,39 PASEO GAUTIER BENITEZ,CAGUAS,PR,725,787-743-5935,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",FARMACIA DOMINGUEZ,BO RIO CANAS CARR 798 KM 5,CAGUAS,PR,725,787-746-1515,open,small_green,Pharmacy
"18.21881900,-66.04237500",SAMS PHARMACY 10-6689,Plaza Centro II Ave. Munoz Marin,CAGUAS,PR,725,787-746-1039,open,small_green,Pharmacy
"18.21881900,-66.04237500",WALGREENS #509,101 CARR 1,CAGUAS,PR,725,787-744-2905,open,small_green,Pharmacy
"18.22291500,-66.04043900",FARMACIA CAGUAS-DEGETAU,AVE DEGETAU A-1 BONNEVILLE TERRACE,CAGUAS,PR,725,787-743-7525,open,small_green,Pharmacy
"18.23369600,-66.03203600",FARMACIA OLIMPIA,CALLE RUIZ BELVIS NO 41,CAGUAS,PR,725,787-743-3084,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",COSTCO PHARMACY #365,AVENIDA RAFAEL CORDERO PLAZA CENTRO MALL II,CAGUAS,PR,725,787-653-6929,open,small_green,Pharmacy
"18.23013500,-66.05484800",WALGREENS #2762,CARR #1 KM 39.3,CAGUAS,PR,727,787-286-8242,open,small_green,Pharmacy
"18.23209400,-66.03179800",WALMART PHARMACY 10-2449,RAFAEL CORDERO AVE 301,CAGUAS,PR,725,787-286-8460,open,small_green,Pharmacy
"18.21881900,-66.04237500",WALGREENS,LAS CATALINAS MALL AVE ZAFIRO INT RING RD CARR 52 BO PUEBLO,CAGUAS,PR,725,787-746-0020,open,small_green,Pharmacy
"18.23209400,-66.03179800",Farmacia Rey # 6,Ave. Rafael Cordero Final Esquina Troche Y Santiago,Caguas,PR,725,787-743-0530,open,small_green,Pharmacy
"18.23734900,-66.01880000",Farmacia Santa Juana,"Ave Luis MuÃ±oz MarÃ­n Calle 12, J-1",Caguas,PR,725,787-743-3503,open,small_green,Pharmacy
"18.21296500,-66.05803300",KMART PHARMACY4858,"CARR. PR 156 KM. 54, LAS CATALINAS MALL Las Catalinas Mall, Local 4858",Caguas,PR,726,787-745-6344,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",farmacia condado moderno,N6 Calle 9,Caguas,PR,7254628,787-961-8131,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",Farmacia Profesional,QUADRANGLE MEDICAL CENTER STE 104 AVE LUIS MUNOZ MARIN 50,CAGUAS,PR,725,787-258-3880,open,small_green,Pharmacy
"18.23126300,-66.03515900",CVS Pharmacy #07969,191 Calle Gautier Benitez,Caguas,PR,7255509,787-703-3081,open,small_green,Pharmacy
"18.21881900,-66.04237500","Farmacia Valle Tolima, Inc.",Del Rio Shopping Center Valle Tolima,Caguas,PR,725,787-653-8778,open,small_green,Pharmacy
"18.21881900,-66.04237500",Farmacia Jireh,Carretera 172 km 20.9,Caguas,PR,725,787-744-4433,open,small_green,Pharmacy
"18.21881900,-66.04237500",SPS SPECIALTY PHARMACY SERVIECES INC,75 Ave Luis Munoz Marin PLAZA NOTRE DOME,Caguas,PR,7253856,787-704-2025,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",FARMACIA TU FAMILIA,C11 Ave Jose Villares,Caguas,PR,7252665,787-961-9796,not participating,measle_white,Pharmacy
"18.21881900,-66.04237500",Farmacia y Gift Shop Menonita,Carr. 172 Caguas a Cidra Urb. Turabo Gardens,Caguas,PR,725,787-653-0550,open,small_green,Pharmacy
"18.21881900,-66.04237500",Consolidated Pharmacy,Consolidated Mall Local C-24,Caguas,PR,725,787-957-2388,open,small_green,Pharmacy
"18.47789100,-66.85477000",Farmacia Nueva,CALLE MUNOZ RIVERA 16,CAMUY,PR,627,787-820-6892,open,small_green,Pharmacy
"18.47789100,-66.85477000",FARMACIA MORELL CORP,1 AVENIDA MUNOZ RIVERA STE 1,CAMUY,PR,627,787-898-3045,open,small_green,Pharmacy
"18.47789100,-66.85477000",FARMACIA NEREIDA,Carr 486 km. 16.3 Bo. Quebrada,CAMUY,PR,6279120,787-898-7999,not participating,measle_white,Pharmacy
"18.48436700,-66.84724900",FARMACIA SOLMARI,CARR 119 KM 3 BO PUENTES SECTOR LA ZARZA,CAMUY,PR,627,787-898-5873,open,small_green,Pharmacy
"18.48436700,-66.84724900",YUMAC DRUGS,AVE MUNOZ RIVERA 7 STE 3,CAMUY,PR,627,787-898-3530,not participating,measle_white,Pharmacy
"18.47789100,-66.85477000",FARMACIA SAN JOSE,CARR NO 2 KM 93 1 MEMBRILLO,CAMUY,PR,6279713,787-898-2226,not participating,measle_white,Pharmacy
"18.47789100,-66.85477000",FARMACIA CENTRAL,12 CALLE INFANZON,CAMUY,PR,6272611,787-898-3447,open,small_green,Pharmacy
"18.48436700,-66.84724900",CAMUY HEALTH SERVICES INC,MUNOZ RIVERA 63,CAMUY,PR,627,787-898-2660,open,small_green,Pharmacy
"18.48436700,-66.84724900",FARMACIA BORIKEN,Carr. 119 Km. 9.0,CAMUY,PR,627,787-820-2148,open,small_green,Pharmacy
"18.47789100,-66.85477000",FARMACIA RIOS,CARR 2 INTERIOR KM 90,CAMUY,PR,627,787-262-5454,open,small_green,Pharmacy
"18.47789100,-66.85477000",Farmacia Yadania,carr 486 km 2.0 bo Zanjas,Camuy,PR,627,787-262-7300,not participating,measle_white,Pharmacy
"18.47789100,-66.85477000",Walgreens,"CARR. PR #2, KM. 93.7, BO. MEMBRILLO",Camuy,PR,6279651,787-262-7870,open,small_green,Pharmacy
"18.33309300,-65.88386400",FARMACIA OLIVERO INC.,65 Calderon Mujica,CANOVANAS,PR,7293249,787-876-2150,open,small_green,Pharmacy
"18.33309300,-65.88386400",FARMACIA CAMPO RICO,CARR 185 KM 5 5 BARRIO CAMPO RICO,CANOVANAS,PR,7290729,787-876-2571,open,small_green,Pharmacy
"18.33309300,-65.88386400",Farmacia Watto,CALLE AUTONOMIA STE 72,CANOVANAS,PR,7293249,787-876-2174,open,small_green,Pharmacy
"18.33309300,-65.88386400",FARMACIA MEDINA INC,URB VILLAS DE LOIZA CALLE 1 B 1,CANOVANAS,PR,729,787-876-3500,open,small_green,Pharmacy
"18.33309300,-65.88386400",FARMACIA NIEVES,CARR 185 KM 15 8 LAS 400 TAS,CANOVANAS,PR,7299723,787-876-2006,open,small_green,Pharmacy
"18.33309300,-65.88386400",FARMACIA BELIA,80 AUTONOMIA,CANOVANAS,PR,7293242,787-876-2983,open,small_green,Pharmacy
"18.33309300,-65.88386400",Super Farmacia San Antonio,AUTONOMIA ST 71,CANOVANAS,PR,7293247,787-876-2705,open,small_green,Pharmacy
"18.33309300,-65.88386400",WALGREENS #438,CALLE # 3 NORESTE SHOPPING CENTER BUILDING,LOIZA,PR,729,787-256-2626,open,small_green,Pharmacy
"18.33309300,-65.88386400",FARMACIA MEDINA,CARR 185 KM 02 URB ZONA INDUSTRIAL,CANOVANAS,PR,729,787-256-3592,open,small_green,Pharmacy
"18.33309300,-65.88386400",CANOVANAS PHARMACY,URB  LOIZA VALLEY AA-12 CALLE BAUHINIA STE 1,CANOVANAS,PR,7293440,787-876-3400,open,small_green,Pharmacy
"18.33309300,-65.88386400",WALMART PHARMACY 10-5802,WM SC PLAZA CANOVANAS 5802,CANOVANAS,PR,729,787-957-2715,open,small_green,Pharmacy
"18.33309300,-65.88386400",Farmacia Medina,Carr. 188 Km 1.5 Bo. San Isidro,Canovanas,PR,729,787-256-5757,open,small_green,Pharmacy
"18.33309300,-65.88386400",Walgreens,"CARR. PR.3, KM 17.8 Y P.R.188 PLAZA CANOVANAS SHOPPING CENTER",Canovanas,PR,729,787-957-8050,open,small_green,Pharmacy
"18.33309300,-65.88386400","Mi Farmacia San Isidro., Corp.",Carr 188 km 1.5 San Isidro,Canovanas,PR,729,787-957-2051,open,small_green,Pharmacy
"18.33309300,-65.88386400",Continuous Pharmacy Express,Calle Corchado Final CDT Canovanas,Canovanas,PR,729,787-256-2510,open,small_green,Pharmacy
"18.41345200,-65.97765900",RECETAS POR MENOS,#5 BB-9 Parque Hermoso Villa Fontana Park,CAROLINA,PR,983,787-752-3335,open,small_green,Pharmacy
"18.40858800,-65.94693300",FARMACIA NUEVA,MUNOZ RIVERA ESQ SALVADOR BRAU SUITE 100,CAROLINA,PR,985,787-768-5373,open,small_green,Pharmacy
"18.41345200,-65.97765900",WALGREENS,AVE J M FRAGOSO CENTRO COMERCIAL PLAZA CAROLINA,CAROLINA,PR,983,787-769-4122,open,small_green,Pharmacy
"18.40125200,-65.95139500",FARMACIA MEDINA INC,CALLE 24 BLOQUE 11 19,CAROLINA,PR,985,787-769-0324,open,small_green,Pharmacy
"18.40858800,-65.94693300",FARMACIA AMIGA,"CEN COM MONSERRATE PLAZA, AVE PASEO DE LOS GIGANTES VILLA CAROLINA",CAROLINA,PR,9855444,787-752-6246,open,small_green,Pharmacy
"18.41126100,-65.99204500",WALGREENS #2803,ESQ EL COMMANDANTE,CAROLINA,PR,982,787-776-2001,open,small_green,Pharmacy
"18.37346600,-65.95993200",SUPER FARMACIA METROPOLIS,CENTRO COMERCIAL URB METROPOLS CALLE AVE A,CAROLINA,PR,987,787-762-5805,open,small_green,Pharmacy
"18.44438900,-66.03012900",FARMACIA LUIS #3,#10 Ave. Laguna Laguna Garden Shp Ctr. #115,CAROLINA,PR,979,787-791-2065,open,small_green,Pharmacy
"18.39869400,-65.97549300",SUPER FARMACIA IDEAL,Ave. 65 Th Infanteria Plaza Comandante Esq. San Marcos,CAROLINA,PR,983,787-752-9120,open,small_green,Pharmacy
"18.37441400,-65.97512500",FARMACIA BENQUIL INC,CALLE MILAGROS CABEZAS B 8 URB CAROLINA ALTA,CAROLINA,PR,9877108,787-768-1835,open,small_green,Pharmacy
"18.44438900,-66.03012900",Farmacia Caridad,"Urb Los Angeles, Ave. Las Flores WD-22",CAROLINA,PR,979,787-791-5757,open,small_green,Pharmacy
"18.39335500,-65.97249500",FARMACIA MEDINA INC,AVE COMANDANTE ESQ CAMP RICO,CAROLINA,PR,984,787-752-5111,open,small_green,Pharmacy
"18.41345200,-65.97765900",FARMACIA PUERTA DE CAROLINA,AL 1 MONSERRATE AVE URB VILLA FONTONA,CAROLINA,PR,983,787-276-0455,open,small_green,Pharmacy
"18.40125200,-65.95139500",SUPER FARMACIA CAROLINA,CALLE 16 BLOQUE 35 NO 27 VILLA CAROLINA,CAROLINA,PR,985,787-257-8540,open,small_green,Pharmacy
"18.44209000,-66.01704300",WALGREENS,AVE ISLA VERDE CERCA INT CALLE RODRIGUEZ EMMA,CAROLINA,PR,979,787-982-0390,open,small_green,Pharmacy
"18.37346600,-65.95993200",FARMACIA CEDROS,HC-01 BOX 11824 CARRETERA 185,CAROLINA,PR,987,787-768-0500,open,small_green,Pharmacy
"18.39335500,-65.97249500",FARMACIA SAN GABRIEL,Carr 853 Km .3 Bo. Trujillo Bajo,CAROLINA,PR,988,787-257-2420,open,small_green,Pharmacy
"18.40858800,-65.94693300",Super Farmacia Mi Botica Inc,IGNACIO ARZUAGA 5 E,CAROLINA,PR,985,787-769-0058,open,small_green,Pharmacy
"18.36453300,-65.98427800",FARMACIA PUERTA DE CAROLINA,K 628 PONTEZUELA AVE Urb Vistamar,CAROLINA,PR,983,787-768-6637,open,small_green,Pharmacy
"18.38075100,-65.95728800",Farmacia Dres. Villalobos,Calle Amadeo #12,CAROLINA,PR,985,787-257-4320,not participating,measle_white,Pharmacy
"18.40858800,-65.94693300",KMART PHARMACY7665,"CARR. #3, KM 1.7, CENTRO COMERCIAL LOS COLOBOS",CAROLINA,PR,985,787-752-3445,not participating,measle_white,Pharmacy
"18.37346600,-65.95993200",WALMART PHARMACY 10-2423,PARQUE ESCORIAL,CAROLINA,PR,987,787-701-1060,open,small_green,Pharmacy
"18.42180400,-65.98019400",Farmacia Pontezuela 24,C 9 AVE PONTEZUELA VISTAMAR COND GOLDEN TOWER,CAROLINA,PR,983,787-769-5240,open,small_green,Pharmacy
"18.40647700,-65.98080200",FARMACIA PUERTA DE CAROLINA EXPRESO,AVE MONSERRATE ESQ MAIN CALDERON,CAROLINA,PR,985,787-276-2808,open,small_green,Pharmacy
"18.37346600,-65.95993200",WALGREENS #222,150 CARRETERA 857 AND STATE RD 3,CAROLINA,PR,987,787-701-0808,open,small_green,Pharmacy
"18.41345200,-65.97765900",FARMACIA KIRIE,Carr 848 Km 4.2 Plaza 66 bo. san Anton,CAROLINA,PR,983,787-768-4366,open,small_green,Pharmacy
"18.37346600,-65.95993200",SAMS PHARMACY 10-6543,PR 3 PLAZA ESCORIAL,CAROLINA,PR,987,787-769-2038,open,small_green,Pharmacy
"18.40366400,-65.98420900",WALGREENS #9403,PR 190 AND CAMPO RICO,CAROLINA,PR,979,787-762-1290,open,small_green,Pharmacy
"18.44438900,-66.03012900",WALGREENS,CARR PR 3 Y PR 874 KM 10.6 BO MARTIN GONZALEZ,CAROLINA,PR,979,787-276-7191,open,small_green,Pharmacy
"18.41345200,-65.97765900",WALGREENS #12659,PARQUE ESCORIAL 65 INF KM 54,CAROLINA,PR,983,787-768-5004,open,small_green,Pharmacy
"18.41368200,-65.99697800",WALGREENS #12662,AVE CAMPO RICO ESQ FIDALGO DIAZ,CAROLINA,PR,983,787-750-1251,open,small_green,Pharmacy
"18.41126100,-65.99204500",Farmacia Caridad,UR VILLA CAROLINA #21 CALLE 615 BLOQUE 297,Carolina,PR,982,787-752-9644,open,small_green,Pharmacy
"18.37346600,-65.95993200",Farmacia Marlet,PR 3 Km 1.3 PR 853 Marginal 65 Infanteria Bo. Trujillo Alto,Carolina,PR,987,787-762-5820,not participating,measle_white,Pharmacy
"18.41345200,-65.97765900",FARMACIA REY #19,"Local 1, Ave. Sanchez Osorio Centro Comercial Villa Fontana",Carolina,PR,983,787-257-1444,open,small_green,Pharmacy
"18.37346600,-65.95993200",CVS Pharmacy #05800,2550 Ave De Diego,Carolina,PR,987,787-762-8412,open,small_green,Pharmacy
"18.44438900,-66.03012900",Farmacia Caridad #8,S-C CARR 3 KM 14.7 LOS COLOBOS SHOPPING CENTER,CAROLINA,PR,979,787-276-6000,open,small_green,Pharmacy
"18.37346600,-65.95993200",CVS Pharmacy,830 Carr 857,Carolina,PR,9872447,787-701-2190,open,small_green,Pharmacy
"18.40647700,-65.98080200",Monserrate Pharmacy,"Monserrate Ave., Esquina 209 St DB#1 Valle Arriba Heights",Carolina,PR,984,787-993-4741,open,small_green,Pharmacy
"18.37346600,-65.95993200",WALGREENS,"CARR.PR-887, INT.PR-860 BO MARTIN GONZALEZ",CAROLINA,PR,987,787-710-7199,open,small_green,Pharmacy
"18.41126100,-65.99204500",CVS Pharmacy #,6020 Ave Roberto Sanchez Vilella,Carolina,PR,9823707,787-750-3311,unknown,small_yellow,Pharmacy
"18.44438900,-66.03012900",Super Farmacia Isla Verde,AO-16 Marginal Ext Urb Villamar Isla Verde Carolina,Carolina,PR,979,787-548-7559,open,small_green,Pharmacy
"18.42547000,-66.01032100",CVS Pharmacy #10901,8030 Calle Tartak,Carolina,PR,9795732,787-641-0153,open,small_green,Pharmacy
"18.43764400,-66.14040700",FARMACIA POPULAR,WILSON 7 ESQUINA TREN,CATANO,PR,962,787-788-1245,open,small_green,Pharmacy
"18.43764400,-66.14040700",FARMACIA SANDIN,194 BARBOSA AVE,CATANO,PR,962,787-788-1441,open,small_green,Pharmacy
"18.42403200,-66.14417900",FARMACIA LAS VEGAS,AVE FLOR DEL VALLE BB-1 URB LAS VEGAS,CATANO,PR,962,787-788-8414,open,small_green,Pharmacy
"18.43764400,-66.14040700",FARMACIA PRAKO,FLORES ST 78,CATANO,PR,962,787-788-2610,not participating,measle_white,Pharmacy
"18.43764400,-66.14040700",FARMACIA REY #11,115 Ave Barbosa,Catano,PR,9624780,787-275-4200,open,small_green,Pharmacy
"18.10296700,-66.13927400",FARMACIA SAN ANTONIO,MUNOZ RIVERA #4,CAYEY,PR,737,787-738-3010,open,small_green,Pharmacy
"18.10296700,-66.13927400",FARMACIA YOLY,CALLE MUNOZ RIVERA 105 SUR,CAYEY,PR,7363720,787-738-2457,not participating,measle_white,Pharmacy
"18.10296700,-66.13927400",AXXEL'S PHARMACY,64S Ave Munoz Rivera N,CAYEY,PR,736,787-738-0999,not participating,measle_white,Pharmacy
"18.10296700,-66.13927400",Farmacia VÃ¡zquez,CALLE JOSE DE DIEGO 54 ESTE,CAYEY,PR,736,787-263-2444,open,small_green,Pharmacy
"18.10296700,-66.13927400",WALGREENS,"CARR. PR 1 ENTRE CARR. 14 Y 735,",CAYEY,PR,737,787-263-0246,open,small_green,Pharmacy
"18.10296700,-66.13927400",KMART PHARMACY7446,"CARR. 1, KM. 56.2",CAYEY,PR,736,787-738-2495,not participating,measle_white,Pharmacy
